,Wounded,Gender of Victims (M/F/Both),Targeted Specific Victim(s),Suicide (or attempted suicide) by Shooter (Y/N),Pre-planned school attack,Day of week (formula),School Type,Number of Shooters,Killed
1129,1.0,0,-1,0,0,0,0,1.0,0
1130,0.0,0,1,1,0,4,2,1.0,1
1131,0.0,-1,0,0,0,2,0,1.0,0
1132,0.0,-1,0,0,0,0,2,1.0,0
1133,1.0,0,-1,0,0,0,0,0,1
1134,0.0,-1,0,0,-1,1,1,1.0,0
1135,0.0,0,1,1,0,1,2,1.0,1
1136,2.0,1,1,0,0,1,-1,1.0,0
1137,0.0,0,1,1,0,2,2,1.0,1
1138,7.0,-1,-1,0,0,6,0,0,0
1139,1.0,0,1,0,0,2,3,1.0,0
1140,0.0,-1,0,0,1,3,0,2.0,0
1141,0.0,-1,1,0,0,1,0,1.0,0
1142,3.0,0,-1,0,0,5,0,0,1
1143,0.0,0,1,-1,-1,0,2,0,1
1144,1.0,0,1,0,0,6,2,1.0,0
1145,0.0,0,1,0,0,4,0,1.0,1
1146,0.0,-1,0,0,0,5,2,1.0,0
1147,0.0,-1,0,0,0,6,0,1.0,0
1148,1.0,1,0,0,0,1,0,1.0,0
1149,1.0,1,0,0,0,4,2,0,0
1150,1.0,0,1,0,0,1,0,1.0,0
1151,1.0,0,1,0,0,2,2,1.0,0
1152,0.0,-1,1,0,0,3,2,1.0,0
1153,0.0,-1,0,0,0,3,3,1.0,0
1154,1.0,0,0,1,0,1,2,1.0,0
1155,0.0,-1,0,0,0,1,1,1.0,0
1156,1.0,0,0,0,0,2,2,1.0,0
1157,0.0,-1,0,2,2,1.0,0,-1,-1
1158,1.0,0,1,0,0,4,2,1.0,0
1159,0.0,-1,1,0,0,4,2,1.0,0
1160,4.0,2,1,0,0,1,2,1.0,0
1161,0.0,1,1,1,0,4,2,1.0,2
1162,0.0,-1,0,2,0,1.0,0,0,0
1163,1.0,0,1,0,0,2,2,1.0,0
1164,2.0,2,1,0,0,4,2,1.0,0
1165,4.0,2,0,0,0,0,2,1.0,0
1166,1.0,0,1,0,0,1,2,1.0,0
1167,2.0,2,1,0,0,5,2,1.0,1
1168,1.0,0,0,0,0,0,2,1.0,0
1169,1.0,1,1,1,0,2,2,1.0,0
1170,1.0,2,1,0,0,3,2,1.0,1
1171,1.0,0,0,0,0,4,0,1.0,0
1172,0.0,-1,0,0,0,4,1,1.0,0
1173,1.0,0,0,0,0,4,2,1.0,0
1174,2.0,2,0,0,0,6,2,1.0,0
1175,3.0,2,1,0,0,2,2,2.0,1
1176,0.0,0,1,0,0,3,0,1.0,1
1177,1.0,1,-1,0,0,3,1,0,0
1178,1.0,0,1,1,0,0,2,1.0,1
1179,2.0,0,-1,0,0,2,1,1.0,0
1180,1.0,0,1,0,0,4,2,1.0,0
1181,0.0,0,1,0,0,2,2,1.0,0
1182,2.0,1,1,1,0,3,2,1.0,1
1183,0.0,0,1,1,0,4,2,1.0,1
1184,1.0,0,1,0,0,0,2,1.0,0
1185,2.0,2,0,0,1,2,0,1.0,2
1186,1.0,0,-1,0,-1,4,2,0,0
1187,1.0,0,-1,0,0,3,2,0,0
1188,1.0,0,1,0,0,1,2,1.0,0
1189,2.0,0,1,0,0,3,2,2.0,0
1190,1.0,1,-1,0,0,5,2,1.0,0
1191,4.0,2,1,0,0,1,2,4.0,0
1192,1.0,0,1,0,0,1,1,1.0,0
1193,0.0,0,1,1,0,2,2,1.0,1
1194,0.0,0,1,1,0,3,2,1.0,1
1195,1.0,1,0,0,0,4,2,1.0,0
1196,0.0,-1,0,0,0,3,0,1.0,0
1197,0.0,-1,0,0,0,3,1,1.0,0
1198,1.0,0,1,-1,-1,4,2,0,0
1199,1.0,0,1,0,0,4,2,1.0,0
1200,0.0,-1,0,0,0,1,1,1.0,0
1201,0.0,-1,0,0,0,1,0,1.0,0
1202,2.0,0,0,0,1,4,2,1.0,0
1203,3.0,2,1,0,0,4,2,2.0,0
1204,0.0,-1,0,0,0,0,2,1.0,0
1205,0.0,-1,1,1,0,5,1,1.0,1
1206,1.0,0,1,0,0,1,2,1.0,0
1207,0.0,0,1,0,0,1,1,2.0,1
1208,1.0,2,1,1,0,0,0,1.0,3
1209,0.0,0,-1,0,0,5,2,0,1
1210,1.0,0,0,0,0,0,0,1.0,0
1211,0.0,0,1,1,0,1,2,1.0,1
1212,1.0,0,1,0,0,2,1,1.0,1
1213,0.0,-1,1,0,0,2,2,1.0,0
1214,2.0,1,1,0,0,4,0,3.0,0
1215,1.0,0,0,0,0,3,2,1.0,0
1216,1.0,0,1,0,0,2,2,1.0,0
1217,1.0,0,1,1,0,4,2,1.0,1
1218,1.0,0,1,1,0,3,2,1.0,0
1219,1.0,0,1,0,0,4,2,0,0
1220,0.0,-1,0,0,0,4,-1,1.0,0
1221,3.0,2,1,0,1,2,2,1.0,1
1222,1.0,0,1,0,1,2,2,1.0,0
1223,0.0,1,1,1,0,4,2,1.0,1
1224,5.0,2,-1,0,0,4,2,0,0
1225,1.0,0,1,0,0,5,0,1.0,0
1226,1.0,1,0,0,0,4,1,1.0,0
1227,2.0,2,0,0,0,3,2,1.0,0
1228,0.0,-1,0,0,0,4,0,1.0,0
1229,18.0,2,0,1,0,1,0,1.0,6
1230,0.0,0,1,1,0,1,2,1.0,1
1231,0.0,-1,-1,0,0,4,2,0,0
1232,3.0,2,1,0,0,3,2,3.0,0
1233,0.0,-1,0,1,0,1.0,0,0,0
1234,0.0,-1,0,0,0,2,2,1.0,0
1235,0.0,0,1,1,0,3,2,1.0,1
1236,0.0,2,0,1,1,3,2,1.0,3
1237,0.0,-1,1,0,0,0,2,2.0,0
1238,2.0,0,0,0,0,1,2,1.0,0
1239,0.0,-1,0,0,0,3,0,1.0,0
1240,1.0,0,1,0,0,1,2,1.0,0
1241,1.0,0,1,0,0,2,0,1.0,0
1242,0.0,0,1,0,0,6,2,0,2
1243,0.0,-1,0,0,0,6,0,2.0,0
1244,0.0,-1,0,3,2,0,0,0,0
1245,0.0,-1,0,0,0,4,-1,1.0,0
1246,0.0,0,1,1,0,1,0,1.0,1
1247,0.0,0,1,-1,-1,1,2,0,1
1248,1.0,1,1,0,0,0,2,1.0,0
1249,0.0,-1,1,0,0,0,2,1.0,0
1250,18.0,2,0,0,1,1,2,1.0,2
1251,0.0,-1,1,0,0,3,2,1.0,0
1252,0.0,-1,-1,0,0,4,2,0,0
1253,0.0,0,0,0,0,2,2,3.0,1
1254,2.0,2,0,0,0,3,1,1.0,0
1255,0.0,-1,0,0,0,0,0,1.0,0
1256,1.0,0,1,0,0,0,2,2.0,0
1257,0.0,-1,-1,0,0,3,2,1.0,0
1258,1.0,0,1,0,0,4,2,1.0,0
1259,17.0,2,0,0,1,2,2,1.0,17
1260,1.0,0,0,-1,-1,3,2,1.0,0
1261,0.0,0,1,1,1,1,1,1.0,1
1262,0.0,-1,0,0,0,0,2,1.0,0
1263,0.0,-1,0,0,0,2,2,1.0,0
1264,0.0,0,1,1,0,0,2,1.0,1
1265,1.0,2,0,0,0,2,2,1.0,1
1266,1.0,0,0,0,0,4,2,1.0,0
1267,3.0,-1,0,0,0,1,2,1.0,0
1268,0.0,-1,0,0,0,1,1,1.0,0
1269,0.0,-1,1,0,0,4,2,1.0,0
1270,1.0,1,0,0,0,0,0,1.0,0
1271,1.0,2,1,1,0,1,2,1.0,2
1272,0.0,-1,0,0,0,2,2,1.0,0
1273,1.0,0,1,0,0,0,1,1.0,0
1274,1.0,0,1,0,0,3,1,1.0,0
1275,0.0,-1,0,0,0,3,2,1.0,0
1276,1.0,0,0,0,1,4,2,1.0,0
1277,0.0,-1,1,0,0,0,2,1.0,0
1278,0.0,-1,0,0,0,3,2,1.0,0
1279,1.0,0,-1,0,0,3,1,0,0
1280,1.0,0,1,0,0,4,2,1.0,0
1281,1.0,0,0,0,0,2,2,1.0,0
1282,2.0,-1,1,0,0,3,2,1.0,0
1283,13.0,2,1,0,1,4,2,1.0,10
1284,2.0,1,1,0,0,4,2,1.0,1
1285,1.0,1,0,0,0,0,2,0,0
1286,2.0,2,1,0,0,4,1,1.0,0
1287,0.0,0,1,1,0,4,2,1.0,1
1288,0.0,-1,1,0,0,4,0,1.0,0
1289,0.0,0,-1,0,0,6,2,0,1
1290,1.0,1,-1,0,0,3,2,1.0,0
1291,2.0,0,1,0,0,6,2,1.0,0
1292,1.0,0,1,0,0,0,0,2.0,0
1293,0.0,0,-1,0,0,6,0,0,1
1294,1.0,0,1,0,0,1,0,1.0,1
1295,0.0,0,-1,0,-1,2,1,0,1
1296,0.0,-1,0,0,0,1,2,1.0,0
1297,0.0,0,-1,0,0,3,1,0,1
1298,0.0,0,-1,0,0,5,2,0,1
1299,2.0,0,1,0,0,4,2,0,0
1300,2.0,0,1,0,0,4,2,1.0,1
1301,3.0,0,1,0,0,4,2,0,0
1302,1.0,0,1,0,0,1,1,1.0,0
1303,0.0,0,1,0,0,2,0,1.0,1
1304,0.0,-1,1,0,0,3,0,1.0,0
1305,1.0,0,1,0,0,3,2,1.0,0
1306,0.0,1,1,0,0,4,1,1.0,0
1307,0.0,0,1,0,0,0,0,1.0,1
1308,1.0,0,1,0,0,2,2,1.0,1
1309,0.0,0,-2,-1,-1,6,2,1.0,0
1310,3.0,0,1,0,0,0,2,1.0,0
1311,1.0,1,-1,0,0,0,2,1.0,0
1312,0.0,0,1,0,0,1,2,1.0,1
1313,0.0,-1,0,0,0,4,2,1.0,0
1314,0.0,-1,1,0,0,4,2,1.0,0
1315,1.0,0,0,0,0,0,0,1.0,0
1316,2.0,-1,-1,0,0,3,2,0,0
1317,0.0,-1,1,0,0,0,0,1.0,0
1318,0.0,1,1,0,0,0,2,2.0,1
1319,0.0,-1,0,0,0,2,1,1.0,0
1320,1.0,0,1,0,0,3,2,1.0,0
1321,0.0,-1,-1,0,0,1,0,1.0,0
1322,1.0,0,1,0,0,2,0,1.0,0
1323,0.0,-1,0,0,0,3,0,1.0,0
1324,2.0,2,1,0,0,4,2,1.0,0
1325,1.0,-1,-1,0,0,4,2,1.0,0
1326,1.0,0,1,0,0,5,2,1.0,1
1327,1.0,1,0,0,0,1,0,1.0,0
1328,0.0,-1,1,0,0,3,2,1.0,0
1329,0.0,0,1,0,0,0,2,1.0,1
1330,1.0,0,1,0,0,6,0,1.0,1
1331,0.0,0,-1,0,0,0,1,1.0,0
1332,1.0,0,1,0,0,3,0,2.0,0
1333,1.0,1,0,0,0,1,0,1.0,0
1334,0.0,-1,0,0,0,2,1,1.0,0
1335,1.0,0,1,0,0,3,2,1.0,0
1336,0.0,0,1,0,0,3,2,1.0,1
1337,0.0,-1,0,0,0,2,2,0,0
1338,2.0,2,-1,0,0,1,0,1.0,0
1339,0.0,-1,-1,1,1,3,1,1.0,1
1340,0.0,-1,0,0,0,4,2,1.0,0
1341,0.0,0,1,0,0,0,0,1.0,1
1342,0.0,0,1,0,0,4,1,1.0,1
1343,0.0,-1,1,0,0,4,2,1.0,0
1344,0.0,-1,1,0,0,4,2,0,0
1345,1.0,-1,0,0,0,4,1,0,0
1346,2.0,0,1,0,0,5,1,1.0,0
1347,1.0,0,-1,0,0,2,0,0,0
1348,0.0,-1,-1,0,0,4,2,2.0,0
1349,2.0,0,1,0,0,4,2,1.0,0
1350,1.0,0,1,0,0,2,2,1.0,0
1351,1.0,0,1,0,0,3,2,1.0,0
1352,1.0,0,1,0,0,1,-1,1.0,0
1353,1.0,0,1,0,0,4,2,1.0,0
1354,0.0,-1,1,0,-1,3,2,1.0,0
1355,0.0,0,1,0,0,6,2,1.0,1
1356,1.0,0,1,0,0,1,2,1.0,0
1357,1.0,-1,0,0,0,4,0,1.0,0
1358,0.0,1,1,1,0,2,2,1.0,1
1359,1.0,-1,0,0,0,4,0,1.0,0
1360,1.0,0,1,0,0,0,2,1.0,0
1361,0.0,-1,1,0,0,2,0,0,0
1362,1.0,-1,0,0,0,4,3,1.0,0
1363,0.0,-1,-1,0,0,6,0,0,0
1364,0.0,0,1,1,0,2,1,1.0,1
1365,0.0,0,1,1,0,2,2,1.0,1
1366,10.0,2,0,0,0,3,0,1.0,0
1367,0.0,-1,1,0,0,4,2,1.0,0
1368,0.0,-1,0,0,0,1,2,1.0,0
1369,0.0,-1,0,-1,-1,1,1,1.0,0
1370,8.0,2,-1,0,1,1,2,2.0,1
1371,0.0,-1,-1,0,-1,4,2,1.0,0
1372,1.0,0,1,0,0,4,2,1.0,0
