gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
10306,Nishiyamato Academy,,,0,private,K-8,K-9,832,5,3,Madera Unified School District,358,623340,A9500677,"2458 Lomita Boulevard, 
Lomita, CA  90717",Lomita,10306,4.10959,0.684932,4.79452,19.863,1.36986,34.2466,34.9315,,,,,,,
10308,Northern California Preparatory School,,,0,private,6-12,12-Jun,534,4,8,Humboldt County Office Of Education School District,1084,691009,A9500680,"6046 Lemon Hill Avenue, 
Sacramento, CA  95824",Sacramento,10308,4.10959,0.684932,4.79452,19.863,1.36986,34.2466,34.9315,,,,,,,
10310,Oakland Hebrew Day School,,,0,private,K-8,K-8,139,5,9,Oakland Unified School District,14,628050,A9500685,"5500 Redwood Road, 
Oakland, CA  94619",Oakland,10310,0.719424,0.719424,0,0,0,0,98.5611,,,,,,,
10311,Oakwood Academy,,,0,private,K-5,K-4,69,4,1,Anderson Union High School District,718,602700,A9500687,"3840 Long Beach Boulevard, 
Long Beach, CA  90807",Long Beach,10311,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10312,Odell Young Alternative School,,,0,private,K-12,12-Mar,2096,4,10,Santa Ana Unified School District,487,635310,A9500691,"Po Box 3458, 
San Bernardino, CA  92413",San Bernardino,10312,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10313,Ohr Haemet Institute For Girls,,,0,private,9-12,12-Sep,395,5,3,Pajaro Valley Unified School District,666,629490,A9500692,"1030 South Robertson Boulevard, 
Los Angeles, CA  90035",Los Angeles,10313,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10315,Acts Christian Academy,,,0,private,K-8,K-8,90,3,4,Oakland Unified School District,14,628050,A9500695,"1034 66th Avenue, 
Oakland, CA  94621",Oakland,10315,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10316,Optimist High School,,,0,private,6-12,12-Jul,119,4,2,Los Angeles County Office Of Education School District,1128,691078,A9500697,"6957 North Figueroa Street, 
Los Angeles, CA  90042",Los Angeles,10316,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10320,Harbor Church Schools,,,0,private,K-8,K-8,42,5,8,Corona-Norco Unified School District,518,609850,A9500706,"1716 254th Street, 
Lomita, CA  90717",Lomita,10320,0,46.3768,26.087,8.69565,0,8.69565,10.1449,,,,,,,
10322,The Phoenix School,,,0,private,K-8,K-8,240,4,5,Cucamonga Elementary School District,602,616300,A9500717,"650 Willard Drive, 
Folsom, CA  95630",Folsom,10322,52.1739,1.30435,27.3913,0,0,0,19.1304,,,,,,,
10325,Pleasant Valley Day School,,,0,private,6-12,"7-8, 11-12",25,4,6,Mt. Diablo Unified School District,51,626370,A9500724,"P.O. Box 421, 
Coalinga, CA  93210",Coalinga,10325,52.1739,1.30435,27.3913,0,0,0,19.1304,,,,,,,
10327,The Quarry Lane School,,,0,private,K-12,K-12,673,4,5,Cucamonga Elementary School District,602,616300,A9500732,"6363 Tassajara Road, 
Dublin, CA  94568",Dublin,10327,47.5894,3.7325,2.9549,39.1913,0.311042,0.311042,5.9098,,,,,,,
10328,Rabbi Jacob Pressman Academy,,,0,private,K-8,PK-8,352,4,9,Rancho Santa Fe Elementary School District,701,631740,A9500734,"1055 South La Cienega Boulevard, 
Los Angeles, CA  90035",Los Angeles,10328,47.5894,3.7325,2.9549,39.1913,0.311042,0.311042,5.9098,,,,,,,
10329,Merryhill Elementary School,,,0,private,K-5,K-5,216,3,4,San Jose Unified School District,655,634590,A9500735,"750 North Capitol Avenue, 
San Jose, CA  95133",San Jose,10329,39.8551,4.34783,11.5942,14.4928,11.5942,2.17391,15.942,,,,,,,
10330,Rancho Bodega School,,,0,private,9-12,12-Sep,2265,4,9,Poway Unified School District,699,631530,A9500736,"8297 Old Redwood Highway, 
Cotati, CA  94931",Cotati,10330,39.8551,4.34783,11.5942,14.4928,11.5942,2.17391,15.942,,,,,,,
10332,Redwood Day School,,,0,private,K-8,K-8,387,5,6,Castro Valley Unified School District,4,607800,A9500742,"3245 Sheffield Avenue, 
Oakland, CA  94602",Oakland,10332,39.8551,4.34783,11.5942,14.4928,11.5942,2.17391,15.942,,,,,,,
10337,Roseville Community,,,0,private,K-5,K-6,50,5,1,Roseville Joint Union High School District,507,633630,A9500753,"50 Corporation Yard Road, 
Roseville, CA  95678",Roseville,10337,0,2,2,0,2,0,94,,,,,,,
10338,Royal Oaks Christian School,,,0,private,K-5,K-6,712,4,6,Charter Oak Unified School District,264,608190,A9500757,"900 Oak Park Blvd, 
Arroyo Grande, CA  93420",Arroyo Grande,10338,0,2,2,0,2,0,94,,,,,,,
10342,The Academy Of Palm Desert Community Presbyterian Church,,,0,private,K-8,K-7,59,5,3,Alameda Unified School District,1,601770,A9500763,"47-321 CA-74, 
Palm Desert, CA  92260",Palm Desert,10342,0,2,2,0,2,0,94,,,,,,,
10343,St. Peter's Lutheran,,,0,private,K-8,K-8,237,4,5,Sacramento City Unified School District,553,633840,A9500764,"8701 Elk Grove Florin Road, 
Elk Grove, CA  95624",Elk Grove,10343,7.89474,6.84211,4.21053,0,0,0,81.0526,,,,,,,
10344,Santa Cruz Children's School,,,0,private,K-5,K-6,43,4,6,Santa Cruz City High School District,668,635600,A9500767,"366 Gault Street, 
Santa Cruz, CA  95062",Santa Cruz,10344,0,2.32558,4.65116,13.9535,0,0,79.0698,,,,,,,
10345,Grace Christian Academy,,,0,private,K-5,K-6,17,5,1,Madera County Superintendent Of Schools School District,1080,691017,A9500772,"9559 South McCall Avenue, 
Selma, CA  93662",Selma,10345,0,2.32558,4.65116,13.9535,0,0,79.0698,,,,,,,
10349,"Slauson Learning Center, No. 1",,,0,private,9-12,12-Sep,56,4,3,Azusa Unified School District,252,603600,A9500790,"5816 West Boulevard, 
Los Angeles, CA  90043",Los Angeles,10349,0,85.7143,14.2857,0,0,0,0,,,,,,,
10353,St. Mary's School,,,0,private,K-8,PK-8,730,4,5,Sacramento City Unified School District,553,633840,A9500807,"7 Pursuit, 
Aliso Viejo, CA  92656",Aliso Viejo,10353,6.02219,0,3.16957,13.7876,0.158479,0,76.8621,,,,,,,
10358,Summerhill School,,,0,private,9-12,12-Sep,355,5,6,Berryessa Union Elementary School District,626,604800,A9500817,"329 East Valley Parkway, 
Escondido, CA  92025",Escondido,10358,6.02219,0,3.16957,13.7876,0.158479,0,76.8621,,,,,,,
10366,Trinity Christian School,,,0,private,K-8,PK-8,158,5,6,Trinity Center Elementary School District,1006,639750,A9500841,"3902 Kenwood Drive, 
Spring Valley, CA  91977",Spring Valley,10366,1.26582,7.59494,12.6582,3.79747,0.632911,1.26582,72.7848,,,,,,,
10368,True Faith Academy,,,0,private,K-12,12-Jan,534,4,5,Tahoe-Truckee Unified School District,509,638770,None,"8354 Noeline Lane, 
San Diego, CA  92114",San Diego,10368,1.26582,7.59494,12.6582,3.79747,0.632911,1.26582,72.7848,,,,,,,
10375,St. Augustine Academy,,,0,private,K-12,K-12,156,5,8,Newcastle Elementary School District,501,627120,A9500860,"130 South Wells Road, 
Ventura, CA  93004",Ventura,10375,8.97436,0.641026,21.7949,2.5641,0,0,66.0256,,,,,,,
10376,Ventura County Christian School,,,0,private,K-12,K-12,51,3,7,Ventura County Office Of Education School District,1077,691047,A9500861,"96 MacMillan Avenue, 
Ventura, CA  93001",Ventura,10376,3.92157,0,27.451,0,1.96078,0,66.6667,,,,,,,
10377,Ventura Montessori School,,,0,private,K-5,PK-1,37,5,6,Ventura Unified School District,1029,640980,A9500862,"38 Teloma Drive, 
Ventura, CA  93003",Ventura,10377,18.9189,2.7027,8.10811,21.6216,0,0,48.6486,,,,,,,
10379,Walden School,,,0,private,9-12,12-Sep,200,4,4,Glenn County Office Of Education School District,1078,691008,A9500870,"1415 Keller Road, 
South Lake Tahoe, CA  96150",South Lake Tahoe,10379,18.9189,2.7027,8.10811,21.6216,0,0,48.6486,,,,,,,
10386,Wilkinson School,,,0,private,K-8,PK-8,50,5,6,El Monte City School District,272,612090,A9500886,"750 Avenue Alhambra, 
El Granada, CA  94018",El Granada,10386,10.2273,1.13636,5.68182,17.0455,1.13636,0,64.7727,,,,,,,
10388,The Willows Community School,,,0,private,K-8,PK-8,435,4,5,Cucamonga Elementary School District,602,616300,A9500888,"8509 Higuera St, 
Culver City, CA  90232",Culver City,10388,10.2273,1.13636,5.68182,17.0455,1.13636,0,64.7727,,,,,,,
10389,Advanced Education Services-Live Oak School,,,0,private,K-12,12-Mar,15,5,8,Bonita Unified School District,256,605610,A9500889,"10776 Fremont Street, 
Yucaipa, CA  92399",Yucaipa,10389,10.2273,1.13636,5.68182,17.0455,1.13636,0,64.7727,,,,,,,
10396,Children's Day School,,,0,private,K-8,PK-8,472,4,6,Paradise Unified School District,36,629820,A9504605,"333 Dolores Street, 
San Francisco, CA  94110",San Francisco,10396,7.58808,2.71003,9.21409,29.5393,0.271003,0.542005,50.1355,,,,,,,
10397,Children's Montessori School,,,0,private,K-5,PK-2,23,4,6,Golden Valley Unified School District,1049,600068,A9504609,"8736 Baker Avenue, 
Rancho Cucamonga, CA  91730",Rancho Cucamonga,10397,7.69231,15.3846,38.4615,0,0,0,38.4615,,,,,,,
10399,Ontario Progressive Montessori School,,,0,private,K-5,PK-1,14,4,6,Chaffey Joint Union High School District,598,608160,A9504623,"328 West Phillips Street, 
Ontario, CA  91762",Ontario,10399,20,20,40,0,0,0,20,,,,,,,
10404,Aldar Academy,,,0,private,K-12,K-12,69,5,3,Los Angeles Unified School District,286,622710,A9700259,"4436 Engle Road, 
Sacramento, CA  95821",Sacramento,10404,2.89855,36.2319,18.8406,2.89855,2.89855,1.44928,34.7826,,,,,,,
10406,Anneliese Schools,,,0,private,K-5,K-3,57,4,3,San Jose Unified School District,655,634590,A9700269,"758 Manzanita Drive, 
Laguna Beach, CA  92651",Laguna Beach,10406,2.89855,36.2319,18.8406,2.89855,2.89855,1.44928,34.7826,,,,,,,
10407,The Archer School For Girls,,,0,private,6-12,12-Jun,487,5,9,Los Angeles Unified School District,286,622710,A9700273,"11725 Sunset Boulevard, 
Los Angeles, CA  90049",Los Angeles,10407,8.00821,6.98152,9.65092,12.9363,0,0.205339,62.2177,,,,,,,
10410,Bais Chana Chabad,,,0,private,9-12,12-Sep,607,4,8,Fresno Unified School District,99,614550,A9700281,"9017 West Pico Boulevard, 
Los Angeles, CA  90035",Los Angeles,10410,8.00821,6.98152,9.65092,12.9363,0,0.205339,62.2177,,,,,,,
10411,Beach High School,,,0,private,9-12,12-Aug,9,5,9,Piedmont City Unified School District,15,630330,A1500168,"3635 Sevilla Drive, 
Soquel, CA  95073",Soquel,10411,0,0,0,0,0,0,100,,,,,,,
10414,Bishop Sda Elementary School,,,0,private,K-8,8-Jan,25,5,1,Bishop Unified School District,1208,601409,A9700289,"730 Home Street, 
Bishop, CA  93514",Bishop,10414,0,0,16,0,12,0,72,,,,,,,
10415,Brawley Christian Academy,,,0,private,K-12,K-12,98,4,1,Woodlake Unified School District,1281,601418,A9700292,"430 North 2nd Street, 
Brawley, CA  92227",Brawley,10415,4.08163,3.06122,48.9796,2.04082,0,0,41.8367,,,,,,,
10416,"Bridge School, The",,,0,private,K-8,K-8,357,3,7,Santa Clara Unified School District,654,635430,A9700293,"545 Eucalyptus Avenue, 
Burlingame, CA  94010",Burlingame,10416,4.08163,3.06122,48.9796,2.04082,0,0,41.8367,,,,,,,
10419,CA Christian Academy,,,0,private,K-5,"PK-2, 4-5",25,4,7,Santa Clara Unified School District,654,635430,A9700302,"2762 Derby Dr, 
San Ramon, CA  94583",San Ramon,10419,4.08163,3.06122,48.9796,2.04082,0,0,41.8367,,,,,,,
10420,Calvary Murrieta Christian Schools,,,0,private,K-12,K-12,510,4,3,Ukiah Unified School District,373,640300,A9700305,"24275 Monroe Avenue, 
Murrieta, CA  92562",Murrieta,10420,15.2941,4.11765,25.098,1.56863,1.56863,1.17647,51.1765,,,,,,,
10423,Canyon View Academy,,,0,private,K-8,K-9,17,5,5,Moreno Valley Unified School District,525,625800,A9700316,"8100 McGroarty Street, 
Los Angeles, CA  91040",Los Angeles,10423,11.7647,0,17.6471,0,0,0,70.5882,,,,,,,
10430,Bowman International School,,,0,private,K-8,K-8,243,4,2,Hayward Unified School District,9,616740,A9700331,"4000 Terman Drive, 
Palo Alto, CA  94306",Palo Alto,10430,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10431,Chino Valley Christian Schools,,,0,private,K-8,PK-8,2912,3,8,Chino Valley Unified School District,599,608460,A9700334,"4136 Riverside Dr, 
Chino, CA  91710",Chino,10431,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10432,Christian Fellowship Academy,,,0,private,K-12,12-Jan,72,5,3,Oxnard School District,1021,629220,A9700337,"14022 Hemlock Street, 
Trona, CA  93562",Trona,10432,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10438,Cornerstone Christian Schools,,,0,private,K-8,PK-8,28,5,9,Palos Verdes Peninsula Unified School District,306,629700,A9700359,"10062 Wolf Rd, 
Grass Valley, CA  95949",Grass Valley,10438,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10442,Mission Bell Academy,,,0,private,K-12,K-12,354,4,7,San Diego Unified School District,705,634320,A9700373,"9994 County Farm Road, 
Riverside, CA  92503",Riverside,10442,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10446,Instilling Goodness Elementary School,,,0,private,K-8,K-8,444,5,8,Chico Unified School District,26,608370,A9700382,"2001 Talmage Road, 
Ukiah, CA  95482",Ukiah,10446,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10449,King's Christian Academy,,,0,private,K-8,K-8,61,5,4,San Francisco Unified School District,717,634410,A9700399,"1683 5th Street, 
Atwater, CA  95301",Atwater,10449,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10460,Harambee Preparatory School,,,0,private,K-5,K-5,42,4,8,Corona-Norco Unified School District,518,609850,A9700446,"1609 Navarro Avenue, 
Pasadena, CA  91103",Pasadena,10460,38.2716,1.64609,4.11523,0,0,0,55.9671,,,,,,,
10462,Community Christian Schools,,,0,private,K-8,PK-8,80,4,3,Morgan Hill Unified School District,643,625830,A9700455,"1200 HWY 193, Lincoln, CA 95648, 
Lincoln, CA  95648",Lincoln,10462,5.55556,0,22.2222,0,2.77778,0,69.4444,,,,,,,
10464,"Goldenwest Montessori Schools, Inc.",,,0,private,K-5,K-4,26,5,5,Kerman Unified School District,102,619490,A9700458,"1239 East Main Street, 
Ventura, CA  93001",Ventura,10464,0,0,10,90,0,0,0,,,,,,,
10466,Hope Lutheran School,,,0,private,K-8,K-8,10,5,3,Hope Elementary School District,964,617520,A9700465,"7117 Hope Way, 
Penryn, CA  95663",Penryn,10466,0,10,0,0,0,0,90,,,,,,,
10476,Lattice Educational Services School,,,0,private,K-12,K-12,52,5,7,Latrobe School District,78,621180,A9700492,"3273 Airway Drive, 
Santa Rosa, CA  95403",Santa Rosa,10476,0,10,0,0,0,0,90,,,,,,,
10477,ASA Silver Lake School,,,0,private,K-8,9-Jan,64,5,2,Abc Unified School District,246,601620,A9700494,"2772 Rowena Avenue, 
Los Angeles, CA  90039",Los Angeles,10477,0,10,0,0,0,0,90,,,,,,,
10479,Leon Garr Learning Institute,,,0,private,K-5,K-5,594,3,4,Livermore Valley Joint Unified School District,10,622110,A9700498,"5101 South Weastern Avenue, 
Los Angeles, CA  90062",Los Angeles,10479,0,10,0,0,0,0,90,,,,,,,
10483,Living Word Christian Academy,,,0,private,9-12,11-Sep,65,5,8,Livermore Valley Joint Unified School District,10,622110,A9700520,"6520 Arizona Ave, 
Los Angeles, CA  90045",Los Angeles,10483,0,10,0,0,0,0,90,,,,,,,
10485,Pacific Lutheran High School,,,0,private,9-12,12-Sep,197,4,10,Stockton Unified School District,759,638010,A9700523,"Po Box 3295, 
Torrance, CA  90510",Torrance,10485,0,10,0,0,0,0,90,,,,,,,
10486,Victory Christian Academy,,,0,private,K-12,PK-12,180,4,5,Los Angeles Unified School District,286,622710,A9700524,"810 Buena Vista Way, 
Chula Vista, CA  91910",Chula Vista,10486,39.604,7.92079,18.8119,0,0,0.990099,32.6733,,,,,,,
10488,Mid Valley Learning Centers,,,0,private,6-12,12-Jun,22,4,6,Williams Unified School District,62,642540,A9700532,"13940 Merced Avenue, 
Baldwin Park, CA  91706",Baldwin Park,10488,39.604,7.92079,18.8119,0,0,0.990099,32.6733,,,,,,,
10489,Middletown Christian School,,,0,private,K-12,K-12,40,5,4,Middletown Unified School District,333,624750,A9700534,"20800 Highway 29, 
Middletown, CA  95461",Middletown,10489,0,0,2.5,0,0,0,97.5,,,,,,,
10491,Montecito Baptist School,,,0,private,K-12,K-12,95,3,4,Montebello Unified School District,299,625470,A9700540,"2560 South Archibald Avenue, 
Ontario, CA  91761",Ontario,10491,1.05263,0,95.7895,0,0,0,3.15789,,,,,,,
10493,The Nativity School,,,0,private,K-8,PK-8,195,4,4,Sacramento City Unified School District,553,633840,A9700550,"6309 El Apajo Road, 
Rancho Santa Fe, CA  92067",Rancho Santa Fe,10493,0.591716,0,13.6095,11.2426,0,1.18343,73.3728,,,,,,,
10496,New Haven Nonpublic School,,,0,private,6-12,12-Jun,594,3,5,Manteca Unified School District,754,623610,A9700554,"216 West Los Angeles Drive, 
Vista, CA  92083",Vista,10496,0.591716,0,13.6095,11.2426,0,1.18343,73.3728,,,,,,,
10497,New Horizon School Westside,,,0,private,K-5,K-5,91,5,4,Banning Unified School District,514,603840,A9700555,"1819 Sawtelle Boulevard, 
Los Angeles, CA  90025",Los Angeles,10497,28.5714,9.89011,0,8.79121,0,2.1978,50.5494,,,,,,,
10498,New Horizons I,,,0,private,K-5,PK-6,251,4,6,Los Angeles Unified School District,286,622710,A9700557,"3734 Norfolk Street, 
Napa, CA  94558",Napa,10498,28.5714,9.89011,0,8.79121,0,2.1978,50.5494,,,,,,,
10503,Oceanside Adventist Elementary School,,,0,private,K-8,K-8,169,5,4,Lucia Mar Unified School District,772,623080,A9700566,"1943 California Street, 
Oceanside, CA  92054",Oceanside,10503,10.6509,4.14201,21.3018,16.568,0,9.46746,37.8698,,,,,,,
10505,Ohr Eliyaha Academy,,,0,private,K-8,K-8,395,3,3,Pajaro Valley Unified School District,666,629490,A9700568,"5950 Stoneview Dr, 
Culver City, CA  90232",Culver City,10505,0,0,0,0,0,0,100,,,,,,,
10507,Christian Heritage School,,,0,private,K-12,K-12,72,5,3,Oxnard School District,1021,629220,A0300192,"915 Citron Street, 
Corona, CA  92882",Corona,10507,0,0,0,0,0,0,100,,,,,,,
10508,Anthem Christian School,,,0,private,K-8,PK-8,105,5,3,Antelope Valley Rop School District,1272,600112,A9700575,"345 East Alvin Drive, 
Salinas, CA  93906",Salinas,10508,3.57143,5.35714,30.3571,1.78571,0,14.2857,44.6429,,,,,,,
10509,Pacific Coast Christian School,,,0,private,K-5,PK-6,243,3,4,Pajaro Valley Unified School District,666,629490,A9700576,"207 Pilgrim Way, 
Arroyo Grande, CA  94320",Arroyo Grande,10509,3.57143,5.35714,30.3571,1.78571,0,14.2857,44.6429,,,,,,,
10510,Page Private-Hancock Park,,,0,private,K-5,K-5,124,3,7,Little Lake City Elementary School District,290,621930,A9700578,"565 North Larchmont Boulevard, 
Los Angeles, CA  90004",Los Angeles,10510,12.1951,17.0732,14.6341,21.9512,0,4.87805,29.2683,,,,,,,
10511,Peace in the Valley Academy,,,0,private,,"K-3, 5-8",750,4,6,Santa Barbara Unified School District,1224,601414,A9700581,"17487 Arrow Blvd, 
Fontana, CA  92335",Fontana,10511,12.1951,17.0732,14.6341,21.9512,0,4.87805,29.2683,,,,,,,
10512,Pearl Preparatory School,,,0,private,K-5,K-5,120,5,4,Keppel Union Elementary School District,284,619440,A9700583,"1307 E. Longden Ave., 
Arcadia, CA  91731",Arcadia,10512,12.963,10.1852,43.5185,0,0.925926,0,32.4074,,,,,,,
10514,Rancho Encinitas Academy,,,0,private,K-8,K-8,34,4,5,La Mesa-Spring Valley School District,694,620250,A9700587,"910 Encinitas Boulevard, 
Encinitas, CA  92024",Encinitas,10514,2.94118,0,8.82353,0,0,0,88.2353,,,,,,,
10515,Faith Christian Academy,,,0,private,K-12,K-12,150,5,7,Sunnyvale School District,656,638460,A9700594,"450 West Elm Avenue, 
Coalinga, CA  93210",Coalinga,10515,2.94118,0,8.82353,0,0,0,88.2353,,,,,,,
10517,Regency High School At Shandin Hills,,,0,private,9-12,12-Sep,34,5,2,Santa Ynez Valley Union High School District,577,635850,A9700607,"4164 North 4th Avenue, 
San Bernardino, CA  92407",San Bernardino,10517,2.94118,0,8.82353,0,0,0,88.2353,,,,,,,
10520,The Saklan School,,,0,private,K-8,K-8,120,4,5,Cucamonga Elementary School District,602,616300,A9700620,"1678 School Street, 
Moraga, CA  94556",Moraga,10520,26.6667,3.33333,5,1.66667,0,0,63.3333,,,,,,,
10530,Siskiyou Christian School,,,0,private,K-5,6-Jan,14,5,5,Siskiyou Union High School District,871,636940,A9700639,"756 South Weed Boulevard, 
Weed, CA  96094",Weed,10530,0,0,0,0,0,0,100,,,,,,,
10531,Small Cloud Christian School,,,0,private,K-8,9-Jan,297,5,5,San Lorenzo Valley Unified School District,670,634740,A9700641,"Po Box 650, 
Wilton, CA  95693",Wilton,10531,0,0,0,0,0,0,100,,,,,,,
10534,St. Paul Lutheran,,,0,private,K-8,K-8,655,4,5,Sacramento City Unified School District,553,633840,A9700651,"5939 Magnolia Avenue, 
Riverside, CA  92506",Riverside,10534,0,0,0,0,0,0,100,,,,,,,
10536,St. Michael's Episcopal Day School,,,0,private,K-8,K-8,240,5,5,Sacramento City Unified School District,553,633840,A1500524,"2140 Mission Avenue, 
Carmichael, CA  95608",Carmichael,10536,1.94175,1.94175,2.91262,0,0,0,93.2039,,,,,,,
10537,St. Stephen Lutheran School,,,0,private,K-8,K-8,29,5,5,Sacramento City Unified School District,553,633840,A9700659,"320 Moorpark Way, 
Mountain View, CA  94041",Mountain View,10537,17.2414,3.44828,3.44828,0,0,3.44828,72.4138,,,,,,,
10545,Trinity Lutheran,,,0,private,K,K,318,3,5,Trinity Alps Unified School District,1206,601331,A9700688,"2075 Dover Avenue, 
Fairfield, CA  94533",Fairfield,10545,17.2414,3.44828,3.44828,0,0,3.44828,72.4138,,,,,,,
10547,Unicorn School,,,0,private,6-12,12-Jul,147,4,3,Del Norte County Office Of Education School District,1113,691063,A9700690,"18151 Rays Road, 
Philo, CA  95466",Philo,10547,17.2414,3.44828,3.44828,0,0,3.44828,72.4138,,,,,,,
10548,Union City Christian School,,,0,private,K-12,K-12,1147,5,5,Los Angeles Unified School District,286,622710,A9700691,"33700 Alvarado-Niles Road, 
Union City, CA  94587",Union City,10548,17.2414,3.44828,3.44828,0,0,3.44828,72.4138,,,,,,,
10551,Foothills Christian School,,,0,private,K-5,K-6,184,4,9,Grossmont Union High School District,688,616230,A9700702,"10404 Lake Jennings Park Road, 
Lakeside, CA  92040",Lakeside,10551,0,2.71739,0,0,0,0,97.2826,,,,,,,
10556,Whittier Christian School - Maybrook,,,0,private,K-5,K-6,578,4,9,Whittier City Elementary School District,321,642450,A9700718,"11700 Maybrook Avenue, 
Whittier, CA  90604",Whittier,10556,0,2.71739,0,0,0,0,97.2826,,,,,,,
10557,Wings Learning Resources,,,0,private,K-12,12-Mar,41,5,3,Standard Elementary School District,239,637890,A9700721,"6441 Matheny Way Ste B, 
Citrus Heights, CA  95621",Citrus Heights,10557,0,2.71739,0,0,0,0,97.2826,,,,,,,
10563,Children's Learning Center Montessori,,,0,private,K-5,PK-1,20,5,6,Golden Valley Unified School District,1049,600068,A9704738,"2993 Crescent Way, 
Thousand Oaks, CA  91362",Thousand Oaks,10563,0,2.71739,0,0,0,0,97.2826,,,,,,,
10564,Christian Montessori Academy-Newport Preschool,,,0,private,K-5,K-4,51,3,3,Oxnard School District,1021,629220,A9704748,"2591 Irvine Avenue, 
Costa Mesa, CA  92627",Costa Mesa,10564,0,2.71739,0,0,0,0,97.2826,,,,,,,
10570,French American School Of Silicon Valley,,,0,private,K-5,PK-5,168,4,3,Calipatria Unified School District,163,606990,A9704804,"1522 Lewiston Drive, 
Sunnyvale, CA  94087",Sunnyvale,10570,6.81818,1.51515,2.27273,0,0,0,89.3939,,,,,,,
10576,Little Red School House,,,0,private,K-5,PK-1,129,5,5,San Bernardino City Unified School District,617,634170,A9704914,"4601 California Avenue, 
Bakersfield, CA  93309",Bakersfield,10576,8.4507,18.3099,42.2535,0,0,0,30.9859,,,,,,,
10578,Montessori School Of Palm Springs,,,0,private,K-5,PK-6,39,3,9,Garvey Elementary School District,275,614940,A9704953,"3692 East Chia Road, 
Palm Springs, CA  92262",Palm Springs,10578,3.84615,3.84615,15.3846,0,3.84615,61.5385,11.5385,,,,,,,
10582,New Venture Christian School,,,0,private,K-8,PK-8,135,4,9,Santa Clara Unified School District,654,635430,A9704968,"4000 Mystra Way, 
Oceanside, CA  92056",Oceanside,10582,3.84615,3.84615,15.3846,0,3.84615,61.5385,11.5385,,,,,,,
10585,Pacific Oaks Children's School,,,0,private,K-5,PK-2,100,5,10,Stockton Unified School District,759,638010,A9704992,"1004a David Ave, 
Pacific Grove, CA  93950",Pacific Grove,10585,3.84615,3.84615,15.3846,0,3.84615,61.5385,11.5385,,,,,,,
10587,Saint Jeanne De Lestonnac,,,0,private,K-8,K-8,524,4,8,Saint Helena Unified School District,451,637830,A9705029,"32650 Avenida Lestonnac, 
Temecula, CA  92592",Temecula,10587,3.84615,3.84615,15.3846,0,3.84615,61.5385,11.5385,,,,,,,
10596,Azure Hills Adventist Elementary School,,,0,private,K-5,K-6,630,5,2,Fresno Unified School District,99,614550,AA000060,"22577 City Center Court, 
Grand Terrace, CA  92313",Grand Terrace,10596,3.84615,3.84615,15.3846,0,3.84615,61.5385,11.5385,,,,,,,
10597,Chico Oaks Adventist School,,,0,private,K-8,K-8,86,5,5,Chico Unified School District,26,608370,AA000262,"1859 Hooker Oak Avenue, 
Chico, CA  95926",Chico,10597,9.30233,3.48837,9.30233,0,0,0,77.907,,,,,,,
10598,Cross And Crown Lutheran,,,0,private,K-5,K-4,77,4,9,Sacramento City Unified School District,553,633840,AA000369,"5475 Snyder Lane, 
Rohnert Park, CA  94928",Rohnert Park,10598,4,4,16,0,8,0,68,,,,,,,
10600,Grace Lutheran School,,,0,private,K-8,K-8,58,4,4,Ukiah Unified School District,373,640300,AA000656,"2825 Alameda De Las Pulgas, 
San Mateo, CA  94403",San Mateo,10600,15.6863,3.92157,21.5686,5.88235,0,0,52.9412,,,,,,,
10602,Yucca Valley Team School,,,0,private,K-8,8-Jan,1359,2,3,Morongo Unified School District,608,625860,AA000719,"8035 Church Street, 
Yucca Valley, CA  92284",Yucca Valley,10602,15.6863,3.92157,21.5686,5.88235,0,0,52.9412,,,,,,,
10604,Laguna Niguel Jr. Academy,,,0,private,K-12,K-10,63,5,7,Capistrano Unified School District,467,607440,AA000831,"29702 Kensington Drive, 
Laguna Niguel, CA  92677",Laguna Niguel,10604,23.8095,4.7619,30.1587,3.1746,0,0,38.0952,,,,,,,
10606,Montessori School of Sonoma,,,0,private,K,K,35,5,9,Garvey Elementary School District,275,614940,AA001003,"P.O. Box 760, 
Sonoma, CA  95476",Sonoma,10606,23.8095,4.7619,30.1587,3.1746,0,0,38.0952,,,,,,,
