gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
15518,Montessori De Terra Linda,,,0,private,K-5,PK-6,163,5,9,Garvey Elementary School District,275,614940,A9101102,"610 Del Ganado Rd., 
San Rafael, CA  94903",San Rafael,15518,7.69231,2.1978,9.89011,31.8681,0,0,48.3517,0,0.2,8,86.1,5.7,42.9,1.5
15519,New Horizons School,,,0,private,K-8,K-8,223,5,6,Los Angeles Unified School District,286,622710,A9101148,"2550 Peralta Boulevard, 
Fremont, CA  94536",Fremont,15519,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15520,Orange Crescent School,,,0,private,K-8,PK-8,631,4,5,Kings Canyon Joint Unified School District,101,619700,A9101198,"1 Al-Rahman Plaza, 
Garden Grove, CA  92844",Garden Grove,15520,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15521,Pinewood Private-Lower Campus School,,,0,private,K-5,K-2,122,4,2,Pollock Pines Elementary School District,83,631290,A9101247,"477 Fremont Avenue, 
Los Altos, CA  94024",Los Altos,15521,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15523,Reyn Franca Annex,,,0,private,K-5,6-Mar,1299,4,7,Clovis Unified School District,92,609030,A0700266,"2855 Geer Road, 
Turlock, CA  95382",Turlock,15523,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15524,Stanislaus Academy,,,0,private,9-12,12-Aug,170,1,8,Los Angeles Unified School District,286,622710,A9101387,"2513 Youngstown Road, 
Turlock, CA  95380",Turlock,15524,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15525,Timothy Murphy,,,0,private,K-12,12-Jan,32,4,6,Byron Union Elementary School District,42,606750,A9101425,"1 St. Vincent Drive, 
San Rafael, CA  94903",San Rafael,15525,6.72646,7.17489,1.34529,0.44843,0,0,84.3049,0,0.2,8,86.1,5.7,42.9,1.5
15526,Winston School,,,0,private,K-12,12-Apr,100,5,7,San Juan Unified School District,554,634620,A9101489,"215 9th Street, 
Del Mar, CA  92014",Del Mar,15526,1.8018,0.900901,15.3153,3.6036,0,0,78.3784,0,0.2,8,86.1,5.7,42.9,1.5
15527,Conyes Academy,,,0,private,K-8,K-8,50,4,5,Visalia Unified School District,992,641160,A9302273,"4368 Lincoln Ave, 
Oakland, CA  94044",Oakland,15527,1.8018,0.900901,15.3153,3.6036,0,0,78.3784,0,0.2,8,86.1,5.7,42.9,1.5
15528,Keystone Academy,,,0,private,9-12,11-Sep,324,4,6,Keyes Union School District,885,619620,A9302355,"1130 D St Ste 13, 
Ramona, CA  92065",Ramona,15528,1.8018,0.900901,15.3153,3.6036,0,0,78.3784,0,0.2,8,86.1,5.7,42.9,1.5
15530,Montessori Education Center,,,0,private,K-5,K-1,163,5,9,Garvey Elementary School District,275,614940,A9302427,"1658 West Broadway, 
Anaheim, CA  92802",Anaheim,15530,1.8018,0.900901,15.3153,3.6036,0,0,78.3784,0,0.2,8,86.1,5.7,42.9,1.5
15531,Trinity Pacific Christian School,,,0,private,K-12,K-12,23,5,5,Trinity Alps Unified School District,1206,601331,A9302617,"3389 Camino Calandria, 
Thousand Oaks, CA  91360",Thousand Oaks,15531,1.8018,0.900901,15.3153,3.6036,0,0,78.3784,0,0.2,8,86.1,5.7,42.9,1.5
15532,Valley High School - Site 2,,,0,private,6-12,12-May,70,1,5,Mountain Valley Unified School District,1004,600018,A9302627,"15314 Rayen Street, 
Los Angeles, CA  91343",Los Angeles,15532,0,28.5714,64.2857,0,0,0,7.14286,0,0.2,8,86.1,5.7,42.9,1.5
15533,Victory Baptist Christian School,,,0,private,K-12,12-Jan,6,4,7,Val Verde Unified School District,536,691135,A9302633,"5005 Frank Wilson Road, 
Mariposa, CA  95338",Mariposa,15533,0,0,16.6667,0,0,0,83.3333,0,0.2,8,86.1,5.7,42.9,1.5
15534,New Dimension Learning Academy,,,0,private,6-12,12-Jul,438,3,2,Los Angeles Unified School District,286,622710,A9302748,"2863 35th St, 
Sacramento, CA  95817",Sacramento,15534,0,0,16.6667,0,0,0,83.3333,0,0.2,8,86.1,5.7,42.9,1.5
15535,Oak Tree Children's Center,,,0,private,K,K,708,5,3,Inglewood Unified School District,283,618390,A0770545,"1710 Redondo Avenue, 
Long Beach, CA  90804",Long Beach,15535,0,0,16.6667,0,0,0,83.3333,0,0.2,8,86.1,5.7,42.9,1.5
15538,Faith Christian,,,0,private,K-8,K-8,1234,5,7,Sunnyvale School District,656,638460,A9500440,"1233 Parsons Avenue, 
Merced, CA  95341",Merced,15538,0,0,16.6667,0,0,0,83.3333,0,0.2,8,86.1,5.7,42.9,1.5
15539,Logsdon School,,,0,private,K-12,12-Mar,437,3,2,Los Angeles Unified School District,286,622710,A9500589,"7600 Graves Avenue, 
Rosemead, CA  91770",Rosemead,15539,0,0,16.6667,0,0,0,83.3333,0,0.2,8,86.1,5.7,42.9,1.5
15540,Pacific Rim International,,,0,private,K-5,K-6,74,5,10,Carlsbad Unified School District,680,607500,A9500703,"5521 Doyle Street, 
Emeryville, CA  94608",Emeryville,15540,73.3333,0,0,23.3333,3.33333,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15542,Saint Theresa,,,0,private,K-8,K-8,202,4,8,Saint Helena Unified School District,451,637830,A9500808,"1081 Lyons Avenue, 
South Lake Tahoe, CA  96150",South Lake Tahoe,15542,73.3333,0,0,23.3333,3.33333,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15546,Youth For Change Ed Services,,,0,private,K-12,12-Feb,120,4,5,Napa Valley Unified School District,449,626640,A9500899,"Po Box 1476, 
Paradise, CA  95967",Paradise,15546,73.3333,0,0,23.3333,3.33333,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15547,Branch Of Hope School,,,0,private,K-12,12-Jan,335,5,8,Lucia Mar Unified School District,772,623080,A9700291,"2370 West Carson Street, 
Torrance, CA  90501",Torrance,15547,73.3333,0,0,23.3333,3.33333,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15550,Santa Clara Christian,,,0,private,K-5,K-5,171,4,6,Santa Clara Unified School District,654,635430,BB140195,"3421 Monroe Street, 
Santa Clara, CA  95051",Santa Clara,15550,34.1463,1.21951,12.1951,8.53659,0,7.31707,36.5854,0,0.2,8,86.1,5.7,42.9,1.5
15551,Valley Schools,,,0,private,K-8,PK-8,272,5,4,Valley Rop School District,1270,600097,A9700699,"Po Box 60607, 
Bakersfield, CA  93386",Bakersfield,15551,34.1463,1.21951,12.1951,8.53659,0,7.31707,36.5854,0,0.2,8,86.1,5.7,42.9,1.5
15568,American Christian Academy,,,0,private,K-12,K-12,100,5,6,Napa Valley Unified School District,449,626640,A9900210,"395 San Bernardino Avenue, 
Pomona, CA  91767",Pomona,15568,34.1463,1.21951,12.1951,8.53659,0,7.31707,36.5854,0,0.2,8,86.1,5.7,42.9,1.5
15569,Apostolic Christian Academy,,,0,private,K-12,K-12,11,5,2,Simi Valley Unified School District,1025,636840,A9900225,"2222 Lever Boulevard, 
Stockton, CA  95206",Stockton,15569,0,0,100,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15571,Calvary Christian Academy,,,0,private,K-8,PK-8,137,4,3,Ukiah Unified School District,373,640300,A1300173,"1175 Hillsdale Avenue, 
San Jose, CA  95118",San Jose,15571,16.7883,1.45985,10.219,4.37956,0,0.729927,66.4234,0,0.2,8,86.1,5.7,42.9,1.5
15572,Carden Whittier Private School,,,0,private,K-8,K-8,225,4,7,San Mateo Union High School District,800,634980,A9900282,"11537 Grovedale Drive, 
Whittier, CA  90604",Whittier,15572,53.6458,4.6875,20.3125,0,0,3.64583,17.7083,0,0.2,8,86.1,5.7,42.9,1.5
15573,Cornerstone School,,,0,private,K-12,"4-6, 9-10, 12",28,5,9,Palos Verdes Peninsula Unified School District,306,629700,A9900322,"9501 N State St, 
Redwood Valley, CA  95470",Redwood Valley,15573,53.6458,4.6875,20.3125,0,0,3.64583,17.7083,0,0.2,8,86.1,5.7,42.9,1.5
15575,I Am School,,,0,private,K-12,K-12,197,5,6,Hydesville Elementary School District,147,618120,A9900449,"118 Siskiyou Avenue, 
Mount Shasta, CA  96067",Mount Shasta,15575,53.6458,4.6875,20.3125,0,0,3.64583,17.7083,0,0.2,8,86.1,5.7,42.9,1.5
15577,Valley Oak Academy Antelope,,,0,private,6-8,9-Jun,437,4,8,Carlsbad Unified School District,680,607500,A9900722,"7730 Antelope Road, 
Citrus Heights, CA  95610",Citrus Heights,15577,53.6458,4.6875,20.3125,0,0,3.64583,17.7083,0,0.2,8,86.1,5.7,42.9,1.5
15578,Vista,,,0,private,K-12,K-12,281,5,2,San Francisco Unified School District,717,634410,A9900735,"3200 Motor Avenue, 
Los Angeles, CA  90034",Los Angeles,15578,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15580,St. Philip Lutheran School,,,0,private,K-8,PK-8,67,5,5,Sacramento City Unified School District,553,633840,AA001578,"8850 Davona Dr, 
Dublin, CA  94568",Dublin,15580,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15582,Los Feliz Academy,,,0,private,K-8,K-8,175,4,5,Norwalk-La Mirada Unified School District,301,627690,BB000012,"4949 Hollywood Boulevard, Room 204, 
Los Angeles, CA  90027",Los Angeles,15582,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15583,Crystal Montessori Academy,,,0,private,K-5,PK-2,982,3,2,Fairfield-Suisun Unified School District,764,613360,BB000037,"1055 N White Ave, 
Pomona, CA  91768",Pomona,15583,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15586,Rossier Park School,,,0,private,6-12,12-Jul,62,1,4,Sbe - Ross Valley Elementary School District,1795,601444,BB000137,"7100 Knott Avenue, 
Buena Park, CA  90620",Buena Park,15586,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15587,Tamika's Preschool,,,0,private,K-5,K-1,812,2,1,Palmdale Elementary School District,302,629580,BB020173,"9322 South Main Street, 
Los Angeles, CA  90003",Los Angeles,15587,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15589,Dennison Academy,,,0,private,6-12,12-Jul,866,5,4,Turlock Unified School District,1121,600158,BB020190,"1738 Canyon Drive, 
Los Angeles, CA  90028",Los Angeles,15589,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15590,American Montessori Preschool And Elementary School,,,0,private,K-8,K-8,28,4,2,Sacramento City Unified School District,553,633840,BB020200,"4475 Eagle Rock Boulevard, 
Los Angeles, CA  90041",Los Angeles,15590,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15591,Wildwood School,,,0,private,K-12,K-12,713,4,8,Conejo Valley Unified School District,1011,609640,BB080075,"11811 West Olympic Boulevard, 
Los Angeles, CA  90064",Los Angeles,15591,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15593,Montessori School Of Manhattan Beach #2,,,0,private,K,K,150,4,9,Garvey Elementary School District,275,614940,BB080094,"2617 Bell Avenue, 
Manhattan Beach, CA  90266",Manhattan Beach,15593,1.07914,38.8489,36.3309,8.27338,1.07914,0.359712,14.0288,0,0.2,8,86.1,5.7,42.9,1.5
15597,Heritage Montessori School,,,0,private,K-5,K-5,91,5,7,Escondido Union School District,684,612880,BB020325,"15881 Goldenwest Street, 
Huntington Beach, CA  92647",Huntington Beach,15597,30.303,3.0303,12.1212,6.06061,0,0,48.4848,0,0.2,8,86.1,5.7,42.9,1.5
15600,New Covenant Christian Academy,,,0,private,K-12,12-Jan,170,5,6,Soquel Union Elementary School District,671,637290,BB020466,"3201 Sunset Drive, 
Fallbrook, CA  92028",Fallbrook,15600,30.303,3.0303,12.1212,6.06061,0,0,48.4848,0,0.2,8,86.1,5.7,42.9,1.5
15601,Children's Creative And Performing Arts,,,0,private,K-12,K-12,250,4,6,Paradise Unified School District,36,629820,BB020515,"3051 El Cajon Boulevard, 
San Diego, CA  92104",San Diego,15601,30.303,3.0303,12.1212,6.06061,0,0,48.4848,0,0.2,8,86.1,5.7,42.9,1.5
15604,Armenian Sisters Academy Of Los Angeles,,,0,private,K-8,K-8,260,4,3,Moreno Valley Unified School District,525,625800,BB040091,"2361 Florencita Drive, 
La Crescenta-Montrose, CA  91020",La Crescenta-Montrose,15604,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15605,Artesian Well Preparatory Academy,,,0,private,,"K, 4-5, 7-8",1549,3,6,Abc Unified School District,246,601620,BB040092,"2003 Lees Ave, 
Long Beach, CA  90815",Long Beach,15605,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15608,The Children's Place Montessori School,,,0,private,K-5,PK-6,45,4,9,Los Angeles Unified School District,286,622710,BB040118,"1625 Crenshaw Boulevard, 
Torrance, CA  90501",Torrance,15608,23.8095,4.7619,4.7619,52.381,0,0,14.2857,0,0.2,8,86.1,5.7,42.9,1.5
15609,The Chldren's Place,,,0,private,K-5,5-Jan,15,4,9,Los Angeles Unified School District,286,622710,BB040119,"1625 Crenshaw Boulevard, 
Torrance, CA  90501",Torrance,15609,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15612,Delphi Academy Of Los Angeles,,,0,private,K-12,PK-12,160,5,5,Palm Springs Unified School District,529,629550,BB040132,"11341 Brainard Avenue, 
Los Angeles, CA  91342",Los Angeles,15612,9.48905,3.64964,12.4088,0,0,2.18978,72.2628,0,0.2,8,86.1,5.7,42.9,1.5
15613,Divine Providence Day Nursery And Kindergarten,,,0,private,K,K,12,5,6,Black Oak Mine Unified School District,70,605240,BB040135,"2620 Monmouth Avenue, 
Los Angeles, CA  90007",Los Angeles,15613,9.48905,3.64964,12.4088,0,0,2.18978,72.2628,0,0.2,8,86.1,5.7,42.9,1.5
15615,Open Door Enrichment,,,0,private,K-5,K-3,112,5,9,Ventura Unified School District,1029,640980,BB040150,"132 East Artesia Boulevard, 
Long Beach, CA  90805",Long Beach,15615,9.48905,3.64964,12.4088,0,0,2.18978,72.2628,0,0.2,8,86.1,5.7,42.9,1.5
15623,St. Aloysius School,,,0,private,K-8,PK-8,208,5,8,Newcastle Elementary School District,501,627120,BB040197,"2023 E. Nadeau Street, 
Los Angeles, CA  90001",Los Angeles,15623,9.48905,3.64964,12.4088,0,0,2.18978,72.2628,0,0.2,8,86.1,5.7,42.9,1.5
15625,Sunland Christian School,,,0,private,K-12,K-12,702,5,3,Hueneme Elementary School District,1013,617850,BB040212,"13216 Leach Street, 
Los Angeles, CA  91342",Los Angeles,15625,9.48905,3.64964,12.4088,0,0,2.18978,72.2628,0,0.2,8,86.1,5.7,42.9,1.5
15627,Village Glen West,,,0,private,K-12,PK-12,384,4,3,Twin Rivers Unified School District,1205,601332,BB040222,"4160 Grand View Boulevard, 
Los Angeles, CA  90066",Los Angeles,15627,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15628,Ydp Academy,,,0,private,K-8,K-9,677,5,7,Rowland Unified School District,309,633750,BB040228,"2506 West Imperial Highway, 
Hawthorne, CA  90250",Hawthorne,15628,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15631,Creative Beginnings School,,,0,private,K-5,K-6,131,1,9,San Francisco Unified School District,717,634410,BB040238,"10910 Paramount Boulevard, 
Downey, CA  90241",Downey,15631,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15632,Downey Christian School,,,0,private,K-8,K-8,740,3,1,Downey Unified School District,267,611460,BB040239,"10335 Paramount Boulevard, 
Downey, CA  90241",Downey,15632,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15639,Oak Meadow School,,,0,private,9-12,12-Aug,758,4,10,Buckeye Union Elementary School District,71,606270,BB040261,"23574 County Line Road, 
Chatsworth, CA  91311",Chatsworth,15639,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15646,Light and Life Christian School,,,0,private,K-5,PK-5,325,4,4,Los Angeles Unified School District,286,622710,BB040276,"777 E Alosta Ave, 
Azusa, CA  91773",Azusa,15646,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15655,Anneliese's School,,,0,private,K-5,PK-6,400,4,3,San Jose Unified School District,655,634590,A9100535,"20062 Laguna Canyon Road, 
Laguna Beach, CA  92651",Laguna Beach,15655,1.06383,14.3617,11.7021,0.265957,0,0,72.6064,0,0.2,8,86.1,5.7,42.9,1.5
15659,Heights Christian Schools - Brea Friends Campus,,,0,private,K-5,PK-5,235,4,8,Chula Vista Elementary School District,677,608610,BB040311,"200 S. Associated Road, 
Brea, CA  92821",Brea,15659,9.72973,25.4054,15.6757,15.1351,1.08108,3.24324,29.7297,0,0.2,8,86.1,5.7,42.9,1.5
15664,Santa Monica Montessori,,,0,private,K-5,PK-5,2950,4,9,Santa Monica-Malibu Unified School District,313,635700,BB944721,"1909 Colorado Avenue, 
Santa Monica, CA  90404",Santa Monica,15664,9.72973,25.4054,15.6757,15.1351,1.08108,3.24324,29.7297,0,0.2,8,86.1,5.7,42.9,1.5
15666,Pasadena First United Methodist,,,0,private,K,K,360,4,4,San Juan Unified School District,554,634620,BB944830,"500 E Colorado Blvd, 
Pasadena, CA  91101",Pasadena,15666,9.72973,25.4054,15.6757,15.1351,1.08108,3.24324,29.7297,0,0.2,8,86.1,5.7,42.9,1.5
15679,Vermont Christian School,,,0,private,K-12,K-12,50,5,4,Los Angeles Unified School District,286,622710,BB945870,"25302 South Vermont Avenue, 
Harbor City, CA  90731",Harbor City,15679,13.8889,27.7778,50,0,0,0,8.33333,0,0.2,8,86.1,5.7,42.9,1.5
15685,Carousel School,,,0,private,K-5,PK-5,80,5,10,Evergreen Elementary School District,633,613140,BB946134,"366 Cherry Avenue, 
Long Beach, CA  90802",Long Beach,15685,13.8889,27.7778,50,0,0,0,8.33333,0,0.2,8,86.1,5.7,42.9,1.5
15689,Westside Jewish Community Center,,,0,private,K,K,39,3,7,Dos Palos Oro Loma Joint Unified School District,407,600033,BB946271,"5870 West Olympic Boulevard, 
Los Angeles, CA  90036",Los Angeles,15689,13.8889,27.7778,50,0,0,0,8.33333,0,0.2,8,86.1,5.7,42.9,1.5
15692,Star Christian,,,0,private,K-5,K-6,136,5,5,San Bernardino City Unified School District,617,634170,BB946283,"2120 Estrella Avenue, 
Los Angeles, CA  90007",Los Angeles,15692,0,0,97.6471,1.17647,0,0,1.17647,0,0.2,8,86.1,5.7,42.9,1.5
15696,Chez Grand Mere Preschool,,,0,private,K,K,76,3,6,Los Angeles Unified School District,286,622710,BB946336,"1636 West Catherine Drive, 
Anaheim, CA  92801",Anaheim,15696,0,0,97.6471,1.17647,0,0,1.17647,0,0.2,8,86.1,5.7,42.9,1.5
15701,La Petite Academy,,,0,private,K,K,94,4,3,Salinas Union High School District,398,633980,BB946502,"4179 Avenida De La Plata, 
Oceanside, CA  92056",Oceanside,15701,10.5263,0,0,0,0,0,89.4737,0,0.2,8,86.1,5.7,42.9,1.5
15704,Al-Falaq / Me'raj Academy,,,0,private,K-8,K-8,142,4,5,Fresno Unified School District,99,614550,BB960519,"11070 Old Santa Susana Pass Road, 
Los Angeles, CA  91311",Los Angeles,15704,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15705,Walnut Valley Montessori School,,,0,private,K-5,PK-6,541,2,4,Walnut Valley Unified School District,320,641280,BB960542,"650 Camino De Teodoro, 
Walnut, CA  91789",Walnut,15705,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15708,Antelope Valley Christian School,,,0,private,K-12,K-12,863,4,6,Antelope Valley Union High School District,250,602820,BB961031,"3700 West Avenue L, 
Lancaster, CA  93536",Lancaster,15708,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15709,Hillside Montessori School,,,0,private,K-5,PK-6,59,5,7,Simi Valley Unified School District,1025,636840,BB961127,"19900 El Toro Road, 
Trabuco Canyon, CA  92676",Trabuco Canyon,15709,10.5263,0,5.26316,5.26316,0,0,78.9474,0,0.2,8,86.1,5.7,42.9,1.5
15715,Children's Workshop School,,,0,private,K-8,K-8,23,5,6,Golden Valley Unified School District,1049,600068,BB961621,"4055 Camino Del Rio South, 
San Diego, CA  92108",San Diego,15715,10.5263,0,5.26316,5.26316,0,0,78.9474,0,0.2,8,86.1,5.7,42.9,1.5
15720,Canyon View School,,,0,private,K-12,K-12,123,4,10,Poway Unified School District,699,631530,BB980122,"762 West Cypress Street, 
San Dimas, CA  91773",San Dimas,15720,2.43902,16.2602,56.0976,0,0,0,25.2033,0,0.2,8,86.1,5.7,42.9,1.5
15727,Wonderland Angels Early Learning Center,,,0,private,K,K,10,5,4,Kern County Office Of Education School District,1103,691012,K9300153,"15208 South Avalon Boulevard, 
Compton, CA  90220",Compton,15727,2.43902,16.2602,56.0976,0,0,0,25.2033,0,0.2,8,86.1,5.7,42.9,1.5
15728,Magic Rainbow Preschool,,,0,private,K,K,68,5,5,Elk Grove Unified School District,542,612330,K9300171,"1159 North Aviation Boulevard, 
Manhattan Beach, CA  90266",Manhattan Beach,15728,25,12.5,0,0,0,0,62.5,0,0.2,8,86.1,5.7,42.9,1.5
15731,Mulberry Tree Preschool,,,0,private,K,K,20,3,7,East Whittier City Elementary School District,274,611850,K9300199,"13841 Christine Drive, 
Whittier, CA  90605",Whittier,15731,0,0,50,0,0,0,50,0,0.2,8,86.1,5.7,42.9,1.5
15736,Creative Day Academy,,,0,private,K-5,K-1,77,3,5,Twin Rivers Unified School District,1205,601332,K9300223,"8740 Ramona Street, 
Bellflower, CA  90706",Bellflower,15736,0,41.6667,25,25,0,0,8.33333,0,0.2,8,86.1,5.7,42.9,1.5
15740,Robbin's Nest Preschool And Kindergarten,,,0,private,K,K,139,5,3,Kelseyville Unified School District,329,619320,K9300277,"2912 Honolulu Avenue, 
La Crescenta-Montrose, CA  91214",La Crescenta-Montrose,15740,0,11.1111,0,0,0,0,88.8889,0,0.2,8,86.1,5.7,42.9,1.5
15755,Lily's Garden Preschool And Kindergarten,,,0,private,K,K,171,1,5,Los Angeles Unified School District,286,622710,K9300423,"616 South Chapel Avenue, 
Alhambra, CA  91801",Alhambra,15755,96.0784,0,0,1.96078,0,0,1.96078,0,0.2,8,86.1,5.7,42.9,1.5
15764,Mission Lutheran School,,,0,private,K,K,169,4,8,San Marcos Unified School District,706,634880,K9300584,"24360 Yosemite Road, 
Laguna Niguel, CA  92677",Laguna Niguel,15764,7.14286,0,7.14286,7.14286,0,0,78.5714,0,0.2,8,86.1,5.7,42.9,1.5
15765,Yorba Linda Preschool & Kindergarten,,,0,private,K,K,21,4,8,Placentia-Yorba Linda Unified School District,485,630660,K9300608,"18132 Yorba Linda Boulevard, 
Yorba Linda, CA  92886",Yorba Linda,15765,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15766,Orange County Christian Academy,,,0,private,K-5,K-5,330,4,6,Orange County Department Of Education School District,1088,691024,K9300613,"1440 East Santa Clara Avenue, 
Santa Ana, CA  92705",Santa Ana,15766,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15767,Chez Grand' Mere Preschool,,,0,private,K,K,76,3,6,Los Angeles Unified School District,286,622710,K9300635,"1239 North Harbor Boulevard, 
Anaheim, CA  92801",Anaheim,15767,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15769,Calvary Baptist Church Preschool and Kindergarten,,,0,private,K,K,103,5,3,Ukiah Unified School District,373,640300,K9300640,"2780 East Wagner Avenue, 
Anaheim, CA  92806",Anaheim,15769,0,0,0,100,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15795,Pico School,,,0,private,K-5,PK-2,25,4,10,Newhall School District,300,627180,K9501142,"4436 West Pico Boulevard, 
Los Angeles, CA  90019",Los Angeles,15795,0,70,30,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
