Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504,gsId
79.5,0.19,14.69,0.61,0,0.33,4.68,707,33.9,1030,60.6,7.8,5.3,0.5,3758
9.26,1.91,82.56,0.82,0.54,1.09,3.81,4,0.9,1030,70.57,6.8,0,1.9,3759
27.42,1.34,63.88,1.34,0.33,0.17,5.52,4,0.9,1030,77.09,13.3,0,0.3,3760
15.86,0.5,80.62,0.28,0,0.33,2.42,319,21,252,82.21,9.5,3.9,0.2,3762
36.78,0.22,57.71,0.66,0,1.1,3.52,319,21,252,74.45,10.1,0,0.4,3763
80.2,0.49,12.84,1.71,0,0.24,4.52,319,21,252,58.68,6.5,4.1,0.5,3764
38.34,0.67,53.36,0.67,0,2.24,4.71,319,21,252,80.72,7.7,0,0.4,3765
38.34,0.67,53.36,0.67,0,2.24,4.71,319,21,252,80.72,30.3,6.7,0.6,3766
60.74,1.37,33.2,0.98,0,0,3.71,319,21,252,71.29,13.4,0,0,3767
77.12,0.47,12.97,6.6,0,0,2.83,319,21,252,64.62,11.3,0,0.4,3768
17.66,0.92,79.36,0,0,0,2.06,319,21,252,83.03,7.1,0,0.4,3769
32.07,1.21,53.45,2.24,0.17,0.86,10,319,21,252,68.79,6,0,1,3770
25.89,1.4,31.5,2.1,0.47,1.17,37.46,407,36.1,577,34.13,8.5,5.8,2.2,3771
48.56,0,44.24,1.85,0,0.62,4.73,407,36.1,577,66.67,5.8,0,0,3772
25.8,1,60,3.4,0,1,8.8,407,36.1,577,65.4,15.2,4.6,0.8,3773
38.1,0.6,21.33,6.45,0.1,0.3,33.13,407,36.1,577,25.6,5.5,0,0.7,3774
30.62,0.33,65.23,0.65,0,0.16,3.01,407,36.1,577,75.41,7,0,0.2,3775
63.18,0.37,28.6,3.18,0,1.31,3.36,407,36.1,577,65.61,11.4,15.6,0,3776
39.25,1.56,49.22,2.02,0.16,0.16,7.63,407,36.1,577,69.63,13.1,9.2,1.1,3777
31.07,0.5,57.78,1.56,0.06,0.89,8.14,340,17.2,269,67.82,10.6,6.9,0.7,3778
15.02,0.35,80.57,1.06,0,0.88,2.12,340,17.2,269,80.74,7.2,4.8,0.4,3779
28.94,0,68.06,0.8,0,1,1.2,340,17.2,269,82.44,5,4,0.3,3780
1.87,0.14,96.55,0,0,0.14,1.29,340,17.2,269,93.09,4.5,0,0,3781
13.2,0.24,83.5,0.47,0.09,0.28,2.22,390,24.1,269,78.78,11.1,9.7,0.2,3782
5.69,0.22,90.15,0.22,0,0.44,3.28,390,24.1,269,90.81,4.9,0,0,3783
55.4,0,39.57,1.44,0,0.54,3.06,390,24.1,269,69.6,6.6,0,0.3,3785
30.81,0.78,54.31,2.35,0.26,1.31,10.18,390,24.1,269,62.66,7.7,0,0,3786
59.65,1.15,30.26,0.43,0,0.43,8.07,390,24.1,269,58.79,6.2,0,0,3787
8.27,0.81,86.9,1.01,0,1.01,2.02,390,24.1,269,86.29,7.9,0,0.4,3788
13.49,1.47,76.54,1.47,0,2.93,4.11,390,24.1,269,80.35,7.3,6,0.5,3789
15.16,0.7,76.83,0.52,0,0.35,6.45,390,24.1,269,80.49,9.1,0,0.7,3790
14.65,1.19,75.84,2.97,0,0.99,4.36,390,24.1,269,83.96,8.1,0,0,3791
20.46,0,71.95,4.6,0.23,0.23,2.53,390,24.1,269,85.52,10.4,5,0.4,3792
36.21,1.72,54.14,1.03,0,1.72,5.17,390,24.1,269,75.17,12.9,0,0,3793
11.92,0.39,22.98,7.32,0.31,0.39,56.7,390,24.1,269,21.65,9.3,4.4,1.5,3794
6.06,0.49,14.89,6.38,0,0.16,72.01,390,24.1,269,12.6,5.8,0,0.3,3795
10.63,0.3,11.68,11.38,0.15,0.3,65.57,390,24.1,269,8.53,11.8,3.2,0.5,3796
7.87,0,14.31,10.02,0.18,0.18,67.44,390,24.1,269,10.91,12.8,0,0.4,3798
5.35,0,49.07,7.67,0,0.93,36.98,390,24.1,269,53.72,12.9,0,0.7,3799
10.5,0.99,22.27,9.22,0.14,0.28,56.6,390,24.1,269,23.12,8.4,0,1.5,3800
5.69,1.07,21.33,7.35,0.71,0.24,63.63,390,24.1,269,21.21,8.7,0,0.4,3801
9.89,0.26,14.75,7.67,0.77,0.17,66.5,390,24.1,269,10.49,10.1,0,1.5,3802
12.06,0.87,18.08,2.81,4.59,0.44,61.16,277,21.2,735,12.78,15,9.4,1.8,3803
52.19,1.26,12.84,1.91,1.29,0.87,29.62,469,33.2,1440,26.7,8.3,11,1,3804
10.66,1.08,20.68,6.06,1.56,0.61,59.34,360,33.2,1155,13.61,7.1,9.3,2.1,3805
20.31,0.91,20.02,3.57,3.95,0.66,50.58,237,29.6,1018,18.69,10.5,4.6,1.7,3806
9.08,1.6,58.14,1.54,1.74,0.6,27.3,124,23.9,258,55.14,11.1,7.5,1.3,3807
7.45,1.57,49.8,1.18,5.1,0.39,34.51,4,23.9,258,45.49,28.6,6.7,1,3808
41.11,0.95,49.58,1.49,1.26,0.8,4.81,233,31.6,476,77.92,12.8,3.6,0.8,3809
45.57,1.18,12.04,12.28,0,0.12,28.81,233,31.6,476,10.98,7.1,6.9,0.5,3810
34.43,0.41,7.79,14.14,0,0,43.24,233,31.6,476,4.51,8.9,3.1,0,3811
55.96,1.21,12.09,11.4,0.35,0,19,233,31.6,476,15.2,13.5,4,0.3,3812
63.17,1.37,6.37,7.87,0,0.12,21.1,233,31.6,476,6.37,10.9,6.4,0.5,3813
51.1,1.16,10.74,9.7,0,0.13,27.17,233,31.6,476,12.16,7.5,3.4,0.3,3814
35.03,6.42,20.45,7.62,0.53,0.53,29.41,233,31.6,476,36.76,13.5,0,0,3815
54.73,3.66,12.04,9.3,0.46,0.46,19.36,233,31.6,476,17.53,6.5,9,0.3,3816
38.49,1.77,12.56,12.08,0,0,35.1,233,31.6,476,13.69,7.6,7.7,0,3817
51.62,1.44,12.97,9.46,0.09,0.27,24.14,233,31.6,476,11.17,6.5,27.1,0,3818
33.06,1.81,20.77,12.3,0.4,0.4,31.25,233,31.6,476,20.36,9.7,5.2,0.8,3820
52.58,2.9,13.39,3.35,0.2,0.54,27.03,505,32.3,839,22.65,9.3,8.7,0.9,3821
40.7,1.68,11.89,3.81,0,0.46,41.46,505,32.3,839,13.57,10.6,7,0.6,3822
32.44,2.97,14.45,8.36,0,0.28,41.5,505,32.3,839,14.73,12.3,7.7,0,3824
46.34,4.45,13.63,9.76,0.43,0,25.39,505,32.3,839,21.66,6.8,3.3,0.3,3825
50.87,1.85,8.34,5.45,0.35,0.35,32.79,505,32.3,839,13.44,4.1,9.7,0.5,3826
34.99,3.68,14.87,4.25,0.42,0.28,41.5,505,32.3,839,29.32,9,4.8,1.2,3827
57.12,0.48,9.44,10.4,0,0,22.56,505,32.3,839,10.24,10.4,6.4,0,3828
8.7,7.61,40.22,8.7,0,1.09,33.7,2,0.9,839,47.83,19.5,19.8,4.3,3829
52.75,3.05,7.39,3.87,0.35,0.47,32.12,2,0.9,839,14.42,5.7,9.8,0.5,3830
38.27,2.69,15.7,8.37,0.6,0.45,33.93,2,0.9,839,18.98,12.1,0,0.7,3831
39.63,1.36,10.2,10.88,0,0.51,37.41,2,0.9,839,10.03,8,5.4,0.7,3832
51.64,1.47,9.74,10.42,0,0.23,26.5,2,0.9,839,12.57,4.3,1,0,3833
48.99,2.29,8.75,4.39,0.27,0.27,35.04,958,46.6,1864,16.93,5.5,3.6,0.5,3834
44.34,3.1,11.31,6.75,0,0,34.49,958,46.6,1864,25.91,13.3,1.7,0.4,3835
50.31,2.18,10.9,3.58,0,0.78,32.24,958,46.6,1864,16.67,7.5,4.1,0.6,3836
26.29,0.11,6.65,10.14,0.11,0.11,56.6,958,46.6,1864,3.8,5.6,0,0.4,3837
54.14,1.13,10.15,10.03,0.25,0.13,24.19,958,46.6,1864,12.53,12.4,12.5,0.3,3838
67.41,0.68,6.89,7.37,0,0.29,17.36,958,46.6,1864,9.51,6.7,7.8,0.3,3839
39.44,2.08,11.07,4.29,0.29,0.2,42.62,709,46,1351,17.9,6.9,9,1.1,3840
7.35,1.97,13.98,4.66,0.72,0.54,70.79,709,46,1351,15.59,12.3,3.1,0.3,3841
3.35,0.82,10.34,2.9,0.63,0.54,81.41,173,30.3,380,7.43,7.4,2.1,0.7,3842
5.83,1.53,9.71,3.05,0.14,0.14,79.61,173,30.3,380,9.43,9.4,3,0.6,3843
4.38,0.16,7.2,10.49,0.16,0,77.62,173,30.3,380,4.85,9.8,9.9,0.6,3844
10.68,1.42,21.51,7.83,0.14,0.28,58.12,173,30.3,380,6.7,7.2,0,0,3845
14.59,1.52,33.74,8.66,0.15,0.61,40.73,173,30.3,380,14.44,8,0,0.3,3847
18.36,4.45,35.87,8.18,0.14,1.15,31.85,173,30.3,380,24.1,5.5,3.8,0.3,3848
13.55,3.33,23.26,5.31,0.3,0.84,53.42,960,36,1287,12.05,6,2.8,2.9,3849
18.91,2.33,21,4.42,0.16,0.48,52.7,960,36,1287,13.44,6,0,2,3850
7.98,1.67,20.48,6.79,0.12,0.24,62.74,960,36,1287,10.24,15.2,0,1.3,3851
12.12,3.1,30.27,6.19,0.18,0.35,47.79,960,36,1287,13.36,6.4,4.2,1.7,3852
10.19,1.85,26.54,9.57,0,0.15,51.7,960,36,1287,11.88,4.5,4.1,1.1,3853
36.06,2.19,18.39,4.96,0.15,0.58,37.66,960,36,1287,4.38,5.6,7.1,0.6,3854
1.55,0.26,95.09,0.52,0,0,2.58,960,36,1287,76.74,5.8,0,0,3855
1.02,1.02,92.64,0.51,0,0,4.82,960,36,1287,81.98,11.6,12.5,0.5,3856
3.65,2.31,82.87,1.46,0.24,0.12,9.36,960,36,1287,71.81,7.7,3.2,0.5,3857
1.61,0,85.94,2.3,0,0.23,9.91,960,36,1287,68.66,8,5.9,0.4,3858
4.56,0.72,86.57,1.68,0,0,6.47,960,36,1287,80.34,8.5,0,0.4,3859
3.78,0.8,86.08,1.59,0.2,0.2,7.36,960,36,1287,79.32,9.2,4.2,1.2,3860
3.54,1.12,83.58,1.68,0.19,0,9.89,960,36,1287,72.39,9.7,0,0.3,3861
1.63,0.18,92.95,0.9,0.18,0,4.16,960,36,1287,82.64,15.6,10,0.4,3862
1.98,0.82,89.15,0.35,0,0,7.7,960,36,1287,70.48,10.3,14.7,0.8,3863
10.92,4.22,69.43,3.2,0.58,1.89,9.75,960,36,1287,83.99,15.5,3.3,0.5,3864
23.55,2.24,55.44,3.73,0.15,0.3,14.61,960,36,1287,77.94,6.4,3.8,0.9,3865
15.2,5.11,64.06,1.99,1.56,0.57,11.51,960,36,1287,82.24,5.8,7.4,0.3,3866
13.86,3.1,69.03,0.59,0.29,0.59,12.54,960,36,1287,71.68,8.4,4.4,0.7,3867
11.04,4.09,72.46,0.87,0.37,0.5,10.67,960,36,1287,88.09,7.9,0,0.9,3868
10.81,1.07,83.04,1.07,0.13,1.2,2.67,960,36,1287,93.72,10.3,0,0.5,3869
12.7,1.71,72.53,0.73,0.37,1.71,10.26,960,36,1287,89.74,12.6,8.8,0.5,3870
9.57,2.47,76.54,2.01,1.08,1.39,6.94,960,36,1287,89.81,9.8,14.8,0.6,3871
10.06,2.29,77.44,1.52,1.07,1.98,5.64,960,36,1287,86.59,7.7,13.6,0,3872
4.73,1.89,78.72,1.18,0,0.24,13.24,960,36,1287,81.32,0.8,13,0,3873
3.23,0.81,5.66,5.93,0,0.27,84.1,960,36,1287,4.04,0.9,4.9,0.5,3874
1.42,2.84,74.41,1.9,0.47,1.42,17.54,0,0.6,1287,71.09,9.1,6.7,1.7,3875
6.33,1.22,37.71,6.33,0,1.7,46.72,0,0.6,1287,44.04,1.7,0,0.9,3876
1.95,0.53,83.84,2.13,0,1.6,9.95,0,0.6,1287,85.61,1.3,7.7,0,3877
8.72,0.89,6.94,2.02,0.35,0.19,80.89,0,55.4,1253,6.51,1.7,1.1,2,3878
8.38,1.76,63.01,1.1,0.28,1.16,24.31,0,41,278,66.54,2.8,6.3,0.6,3879
9.62,2.1,21.33,9.09,0,0.52,57.34,0,41,278,23.43,0.8,0,0,3880
3.28,1.18,36.89,1.68,0.17,0.17,56.64,0,41,278,39.92,0.6,14,0.9,3881
3.19,0.65,73.2,0.65,0.41,1.23,20.67,0,23.9,167,71.65,7.7,2.6,0.5,3882
5.14,0.47,12.15,5.14,0,0,77.1,0,23.9,167,5.84,0.8,4.8,0.8,3883
3.11,1.41,28.43,4.24,0.14,0,62.66,0,23.9,167,32.39,1.1,8,0.6,3884
1.87,0.56,28.92,10.82,0,0,57.84,0,23.9,167,25.93,2.2,4,0,3885
10.5,3.34,62.05,5.49,0,0.48,18.14,0,23.9,167,68.5,0,0,0.4,3886
10.34,1.07,10.52,6.6,0.18,0,71.3,0,23.9,167,13.55,2.3,0,1.1,3887
4.69,0.39,13.67,5.08,0.13,0.13,75.91,0,23.9,167,14.45,2.1,0,1.6,3888
2.06,0.62,14.61,5.14,0.21,0,77.37,0,23.9,167,14.81,0.8,4.3,0,3889
2.81,0.81,36.14,1.58,0.38,0.3,57.98,0,39.7,875,34.82,2,2.1,1.1,3890
4.73,0.74,23.49,7.83,0.15,0,63.07,0,39.7,875,29.69,1.3,3.8,0.6,3891
12.7,1.36,59.41,5.67,0.23,1.81,18.82,0,39.7,875,72.34,2.2,12.5,0,3892
0.2,0.39,99.02,0.2,0,0,0.2,0,39.7,875,91.14,0,9.1,0.6,3893
0.81,0,96.75,0.2,0.2,0.41,1.63,0,39.7,875,94.11,1.3,8.3,0.4,3894
5.79,0.4,74.25,3.99,0.2,2.2,13.17,0,39.7,875,77.05,1.2,8.3,0.6,3895
2.92,0.77,81.41,0.61,0.31,0.77,13.21,0,39.7,875,84.49,1.1,3.4,0.3,3896
3.86,0.55,67.49,2.2,0,0.28,25.62,0,39.7,875,65.01,5.3,9.5,0,3897
0.42,0,98.61,0,0,0,0.97,0,39.7,875,94.15,0,15.2,0.4,3898
0.42,0.42,97.69,0.21,0.42,0,0.84,0,39.7,875,93.08,0.6,0,0.3,3899
24.37,0.89,14.03,7.24,0.44,0,53.03,0,39.7,875,18.91,6.5,0,0.6,3900
6.62,0.91,47.49,8.22,0,0.23,36.53,0,39.7,875,55.71,5.3,5.9,0.8,3901
7.53,2.51,37.66,5.02,0.42,0.42,46.44,0,39.7,875,43.31,13,0,2.5,3902
9.56,0.39,28.68,7.24,0.13,0.65,53.36,0,39.7,875,22.87,5.9,0,0.8,3903
10.4,1.12,19.52,9.12,0.32,0,59.52,0,39.7,875,16.16,5.8,0,1.8,3904
14.23,1.63,57.72,0.81,0,0,25.61,0,39.7,875,63.41,20.4,18.2,1.1,3905
8.42,1.26,34.92,6.41,0.13,0,48.87,0,39.7,875,30.78,8.7,12.7,1.9,3906
18.76,1.22,28.87,5.85,0.24,0.12,44.95,0,39.7,875,24.48,10.1,7.3,1.3,3907
0,0.3,97.9,0.3,0.6,0,0.9,0,39.7,875,97.01,8.4,0,0.3,3908
9.54,1.15,32.7,6.11,0,1.4,49.11,0,39.7,875,38.17,11.5,3.6,2.8,3909
56.74,1.4,19.26,0.53,0.53,0.53,21.02,0,39.7,875,46.41,7.7,0,0.7,3910
8.96,3.58,56.27,3.58,0,0.72,26.88,0,39.7,875,68.1,23.7,0,0,3911
10.13,0.54,25.5,6.51,0.36,0.18,56.78,0,39.7,875,20.61,12,0,0.4,3912
31.63,1.2,48.73,0.6,0.15,0.75,16.94,0,39.7,875,62.97,9.2,7.3,1.4,3913
11.7,0.58,62.57,3.8,1.17,1.46,18.71,0,39.7,875,69.3,19,0,0.5,3914
24.81,1.74,15.7,10.85,0.19,0,46.71,0,39.7,875,5.43,4.9,0,0.7,3915
0.5,0.17,97.5,0.17,0.17,0,1.5,0,39.7,875,92.51,9.3,0,0.3,3916
0.58,0.77,84.53,1.55,0,0,12.57,0,39.7,875,79.11,10.7,0,0.7,3917
22.52,1.83,20.04,4.09,0.17,0.34,51,330,40.2,920,10.53,8.2,0,0.9,3918
17.25,1.17,18.71,5.7,0.15,0.29,56.73,330,40.2,920,7.75,7.5,0,0.6,3919
11.52,1.18,47.93,2.36,0.39,0.59,36.02,330,40.2,920,36.71,9.4,0,1.5,3920
12.01,1.45,34.78,3.31,0.21,0.21,48.03,330,40.2,920,20.29,12.6,0,0.8,3921
25.45,2.05,24.68,3.45,0.13,0.13,44.12,330,40.2,920,14.32,4.7,0,0.3,3923
6.9,1.34,61.55,1.1,0.14,0.24,28.72,179,28.3,478,42.67,9.9,0,1.1,3924
22.66,1.82,18.75,3.82,0.17,0.43,52.34,179,28.3,478,12.93,6.8,0,1.1,3925
2.54,1.13,93.79,0.85,0,0.28,1.41,179,28.3,478,88.42,11.5,0,0.4,3926
1.88,0.51,92.81,1.2,0.17,0,3.42,179,28.3,478,84.42,13,0,0.4,3927
19.36,1.96,56.13,2.7,0.74,0.25,18.87,179,28.3,478,47.55,12.8,0,1.2,3928
1.26,0.18,94.77,0.36,0.18,0.54,2.71,179,28.3,478,89.53,9.8,0,1,3929
17.36,1.46,20.29,3.14,0.63,0.42,56.69,179,28.3,478,12.76,12,0,0,3930
1.19,0,96.9,0,0,0,1.9,179,28.3,478,91.19,12.2,0,0.5,3931
12.11,0.71,81,2.49,0.24,0.48,2.97,179,28.3,478,82.78,7.7,0,0.2,3932
7.52,2.13,66.04,2.01,0.38,0.5,21.43,179,28.3,478,54.14,10.2,0,0,3933
10.9,0.63,31.45,6.92,0.21,0.21,49.69,179,28.3,478,17.61,11.3,0,0.4,3934
15.33,1.63,37.63,2.79,0.46,0.35,41.81,179,28.3,478,19.4,3.3,0,3.3,3935
26.44,0.72,18.88,4.68,0.36,0,48.92,179,28.3,478,9.35,5.6,0,0.4,3936
4.66,1.32,86.39,0.58,0.26,0.32,6.46,160,21.3,148,73.69,9.7,0,0.5,3937
6.12,0.61,78.16,2.24,0,0.41,12.45,160,21.3,148,74.49,10.7,0,0.4,3938
10.49,0.98,24.15,8.29,0.49,0,55.61,160,21.3,148,14.39,7.9,0,0.9,3939
7.99,0.71,84.31,1.57,0.14,0.29,4.99,160,21.3,148,78.03,10.5,0,0.5,3940
2.97,0.23,86.04,1.37,0,0.92,8.47,160,21.3,148,82.84,20,0,0,3941
1.95,0.97,84.09,1.95,0.32,0.32,10.39,0,0.3,148,61.69,14.5,0,0.6,3942
7.37,1.84,67.41,2.04,0.48,0.29,20.56,0,0.3,148,58.97,9.5,0,1,3944
15.72,1.38,35.41,4.66,0.17,0,42.66,0,0.3,148,18.65,6.1,0,1.1,3945
3.85,0.96,88.94,1.68,0.24,0.48,3.85,0,0.3,148,78.13,21.5,0,0.8,3947
1.67,0.33,92.17,0.17,0,0,5.67,0,0.3,148,83.83,15.2,0,0.9,3948
12.52,0.96,24.72,4.65,0,0.32,56.82,0,0.3,148,13,5.6,0,1,3949
12.17,1.7,41.08,2.55,0.2,0.69,41.61,310,32,810,27.74,8.7,0,2.1,3950
4.04,0.85,81.7,1.91,0.43,0.21,10.85,310,32,810,67.23,4.7,0,0.4,3951
2.7,0.67,87.18,0.84,0,0,8.6,310,32,810,82.8,12.2,0,0.6,3952
16.86,0.87,26.45,3.34,0.15,0,52.33,310,32,810,22.38,10.4,0,1.3,3953
15.9,0.88,26.68,0.71,0.53,0.18,55.12,310,32,810,14.13,13,0,2.5,3954
17.61,1.2,23.42,4.96,0.17,0,52.65,310,32,810,11.97,5.5,0,0,3955
15.73,1.51,36.42,4.53,0.22,0.22,41.38,310,32,810,23.71,14.9,0,0,3956
2.95,3.38,65.82,0.42,0.42,0,27,6,32,810,62.03,11.3,0,1,3957
10.73,1.36,29.42,2.25,0.16,0.47,55.6,282,23,469,20.68,12.9,0,2.4,3958
9.24,1.5,26.39,1.5,0.23,0.06,61.09,407,22.9,557,19.69,10.4,0,2.1,3959
22.03,0.88,17.62,5.62,0.11,0,53.74,407,22.9,557,10.13,9.7,0,2.9,3960
15.99,0.58,24.47,5.59,0.77,0,52.6,407,22.9,557,16.38,6.3,31.2,1.5,3961
10.64,1.6,54.26,3.72,0.27,0,29.52,407,22.9,557,43.35,6.6,6.2,0.8,3962
47.77,0.97,16.65,3.86,0.12,0.24,30.4,407,22.9,557,10.62,9.4,21.4,2,3963
28.94,1.04,47.34,2.93,0,0.63,19.12,407,22.9,557,43.99,9.8,17.9,1.1,3964
10.66,0.45,18.14,5.44,0.45,0,64.85,407,22.9,557,10.43,12.5,33.3,0,3965
6.34,0.82,74.23,3.68,0,0.2,14.72,407,22.9,557,64.21,6.8,14.9,0,3966
18.03,0.64,32.4,7.51,0.64,0,40.77,407,22.9,557,19.31,21.1,17.8,0,3967
4.83,2.02,87.43,0.34,0,0.56,4.83,407,22.9,557,86.42,9.7,30.3,0.2,3968
22.15,3.2,27.85,0.46,1.14,0.23,44.98,407,22.9,557,22.83,26.2,80,0,3969
1.44,2.15,91.15,0,0,0.24,5.02,407,22.9,557,88.76,17.9,21.1,0.4,3970
21.01,1.26,32.56,1.89,0.42,0,42.86,407,22.9,557,22.27,5.8,19,0.4,3971
2.21,0.92,92.63,0,0,0.37,3.87,407,22.9,557,91.71,13.3,35.3,0,3972
15.08,1.32,18.84,2.94,0.07,0,61.74,407,22.9,557,8.98,10.8,10.5,0.3,3973
10.12,1.71,41.39,4.6,0,0,42.18,407,22.9,557,29.7,10.4,0,3,3974
14.34,0.71,70.86,0.71,0,0.35,13.04,407,22.9,557,69.57,17.8,10.3,1.3,3975
19.88,1.93,59.89,1.36,0.14,0.32,16.48,280,36.9,1278,54.95,8.8,0,1,3976
19.88,2.45,30.26,4.76,0.14,0.14,42.36,280,36.9,1278,21.04,13.1,19,0,3977
21.34,0.72,30.38,3.25,0.18,0,44.12,280,36.9,1278,25.14,11.4,21.1,0,3978
20.87,1.17,23.52,4.34,0.42,0.11,49.58,280,36.9,1278,16.31,10.2,14.3,0.4,3979
7.62,1.97,48.36,2.37,0.13,0.92,38.63,280,36.9,1278,40.74,13.8,9.5,0.6,3981
9.66,1.61,39.45,6.28,0.16,0.64,42.19,280,36.9,1278,31.24,14.9,0,0,3982
13.5,1.52,25.48,7.6,0.76,0.38,50.76,280,36.9,1278,27.95,13.9,14.7,0,3983
7.88,0.51,38.18,5.31,0,0,48.12,280,36.9,1278,29.62,14.6,0,0,3984
10.87,0.36,16.49,7.61,0,0.18,64.49,280,36.9,1278,6.34,9.7,0,0,3985
11.24,2.46,32.33,6.16,0.2,0.08,47.54,420,13.8,335,23.47,7.7,0,0.8,3986
26,1.21,14.73,11.79,0.17,0.17,45.93,420,13.8,335,11.87,9.7,2.7,0.4,3987
3.18,0.48,79.02,3.66,0.1,0.19,13.38,420,13.8,335,58.52,8.3,13.6,0,3988
7.21,0.48,62.5,7.93,0.24,0.24,21.39,420,13.8,335,56.73,15.7,0,0.6,3989
15.47,1.91,30.3,8.29,0.16,0.64,43.22,420,13.8,335,24.88,10.4,5,0.7,3990
10.57,1.01,26.1,7.2,0,0.56,54.56,420,13.8,335,22.38,11.4,0,1,3991
11.44,1.55,38.87,5.16,0.37,0.19,42.41,276,28,362,28.98,8.5,0,0.4,3993
15.74,2.74,34.89,2.62,0.34,0.34,43.33,276,28,362,33.3,6.6,0,0.4,3994
3.23,1.89,76.55,2.96,0,0,15.36,276,28,362,80.59,18.3,0,0,3995
12.01,1.06,35.41,6.08,0,0.76,44.68,276,28,362,32.37,9.1,6.2,0,3996
8.8,0.62,54.76,4.14,0.1,0.1,31.47,276,28,362,47.83,9.9,5.9,0.2,3997
9.94,1.21,17.47,10.13,0,0.09,61.15,276,28,362,9.39,8.5,0,0.2,3998
8.93,1.66,27.59,4.53,0.29,0.54,56.46,431,27.9,603,19.24,6.8,0,1.2,3999
10.66,0.45,25.4,10.43,0.23,0.68,52.15,431,27.9,603,20.86,17.6,0,0,4000
9.39,1.04,81,1.04,0.21,0,7.31,431,27.9,603,75.57,17,5.6,0,4001
11.67,0.9,14.87,11.03,0.13,0.13,61.28,431,27.9,603,7.18,17.5,0,0.3,4003
9.8,1.68,30.39,7.7,0,0.42,50,431,27.9,603,23.81,16.3,0,0.3,4004
11.11,1.5,21.77,8.78,0.38,0.15,56.31,431,27.9,603,15.39,9.2,0.7,0.6,4005
5.23,0.79,17.75,5.86,0.16,0.48,69.73,431,27.9,603,11.25,12,4.3,0,4006
10.45,0.3,66.57,3.88,0.3,0.6,17.91,431,27.9,603,68.66,15.3,2.7,0,4007
8.2,1.87,58.08,4.22,0.23,0,27.4,431,27.9,603,51.76,13.7,1,0.3,4008
12.37,1.84,33.6,4.95,0.16,0.4,46.69,431,27.9,603,27.53,12.8,5,0.9,4009
2.88,2.88,56.73,3.85,0.48,0.48,32.69,2,1,603,39.42,1.4,2.3,1.4,4010
8.57,0,25.71,7.14,1.43,0,57.14,2,1,603,27.14,18,0,0,4011
10.99,1.79,24.66,6.11,0.21,0.21,56.04,494,29.6,778,14.05,6.5,0.4,0.8,4012
9.68,1.17,26.71,8.35,0.17,0.33,53.59,494,29.6,778,15.36,10.3,8,0.3,4013
11.45,0.59,17.91,10.87,0,0.44,58.74,494,29.6,778,14.24,12.5,0,0.5,4014
3.95,0,95.85,0.2,0,0,0,494,29.6,778,93.87,10.7,0,0,4015
1.08,0.13,98.52,0,0.07,0,0.2,494,29.6,778,98.18,12.2,7.9,0,4016
0.15,0,99.23,0.15,0,0,0.46,494,29.6,778,94.13,6.6,4.5,0,4017
2.02,0.05,97.24,0.11,0.05,0.16,0.37,235,23.6,144,96.28,9.5,16.7,0.1,4018
0.15,0,99.12,0.15,0.15,0,0.44,235,23.6,144,98.39,7,0,0,4019
0.88,0.18,98.07,0.18,0.18,0,0.53,235,23.6,144,94.05,6.9,0,0.3,4020
0.68,0.17,98.3,0,0.17,0,0.68,235,23.6,144,95.4,8.6,0,0,4021
0.23,0,99.32,0,0,0,0.45,235,23.6,144,94.77,4.1,0,0,4022
0.77,0.15,98.47,0.15,0.31,0.15,0,235,23.6,144,93.72,6.8,0,0,4023
0,0.65,98.58,0.13,0.26,0,0.39,235,23.6,144,94.3,5.1,0,0.3,4024
10.71,0.47,82.84,1.52,0.57,0.57,3.32,235,23.6,144,79.34,8.4,2.7,0.7,4025
1.14,0.45,97.95,0,0,0.23,0.23,235,23.6,144,94.32,8.5,0,0.9,4026
0,0.08,98.91,0.25,0.08,0.17,0.5,235,23.6,144,94.66,5.7,3.2,0,4027
1.22,0.73,96.33,0.49,0.24,0,0.98,235,23.6,144,95.11,7.8,0,0,4028
3.83,0.3,93.75,0.1,0.71,0.3,1.01,235,23.6,144,94.56,6.8,0,0,4029
4.92,0.78,89.65,1.55,0.13,0,2.98,235,23.6,144,80.08,8.1,0,0.2,4030
0.25,0,99.12,0.13,0.38,0,0.13,235,23.6,144,96.35,8.5,0,0,4031
0.27,0.13,98.54,0,0.66,0.13,0.27,235,23.6,144,96.82,3.5,3.3,0,4032
0.83,0.21,98.14,0.1,0.21,0.1,0.41,235,23.6,144,99.28,11.8,17,0,4033
1.19,0.43,97.4,0.22,0.11,0.33,0.33,235,23.6,144,92.2,6.2,0.5,0.2,4034
0,0,99.35,0,0.22,0,0.43,235,23.6,144,95.04,6,0,0,4035
9.67,0.81,86.02,0.98,0.08,0.08,2.36,235,23.6,144,88.13,5.7,2.5,0.5,4036
3.01,0.27,95.17,0.18,0.09,1,0.27,235,23.6,144,96.72,7.4,0,0.4,4037
0.41,0.14,98.22,0.55,0.14,0,0.55,235,23.6,144,93.56,6.3,0,0,4038
3.77,0.75,92.47,0.38,0.15,0.3,2.18,235,23.6,144,95.78,12.4,6.3,0.7,4039
