Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504,gsId
0.63,0.13,98.74,0,0,0,0.5,145,25.1,50,91.21,8.4,14.3,1,1307
0,0,100,0,0,0,0,0,25.1,50,82.5,6.3,0,3.2,1308
0,0,10.67,1.33,1.33,0,86.67,0,25.1,50,22.67,5.6,0,0,1309
0,0,17.02,0,0,0,82.98,0,25.1,50,58.51,8.8,0,0,1310
1.4,34.5,40.09,2.33,0.23,0.47,20.98,0,25.1,50,80.89,11.8,17.1,0.6,1311
0.4,27.36,52.52,4.23,1.21,0,14.29,0,25.1,50,89.94,9.5,0,0.4,1312
0.19,35.39,36.89,6.55,0.37,0.75,19.85,0,25.1,50,82.58,9.3,0,0.3,1317
1.23,5.35,33.33,5.35,0.41,0.41,53.91,8,3.2,50,64.61,16.3,16.1,0.7,1319
4.13,7.49,25.71,11.37,0.39,0.26,50.65,8,3.2,50,18.09,6.5,7,0,1320
8.64,6.56,24.01,13.82,0.17,0.86,45.94,50,12.9,32,12.61,5,10.2,0.6,1321
0.31,5,33.44,7.19,1.25,0.31,52.5,50,12.9,32,69.06,13.3,32.3,0,1324
6.38,1.44,32.41,5.35,0.62,0.1,53.7,50,12.9,32,9.47,4.7,3.2,0.6,1325
4.93,0.96,31.08,7.4,0.64,0.21,54.77,50,12.9,32,8.68,5.9,12.8,1.1,1326
2.19,0,24.82,5.84,1.46,0,65.69,50,12.9,32,14.96,6.1,5,0.4,1327
4.95,11.86,57.96,0.75,1.2,0.45,22.82,50,12.9,32,70.72,8.7,18.6,1,1328
12.32,6.27,51.06,2.58,0.22,0.78,26.76,50,12.9,32,46.92,8.8,3.4,0.5,1329
2.49,17.43,61.83,2.9,0.55,0.83,13.97,50,12.9,32,88.38,10.2,12.1,0.6,1330
8.13,6.34,50.14,2.62,0.41,1.38,30.99,50,12.9,32,47.93,21.7,12.5,0.7,1331
1.64,10.49,49.51,1.8,0.98,0.66,34.92,50,12.9,32,58.2,22.9,36.3,0.7,1332
2.87,12.13,67.28,0.78,0.39,1.04,15.51,50,12.9,32,86.05,9.2,14.1,0.5,1333
3.84,5.83,52.35,2.28,0.43,0.43,34.85,50,12.9,32,58.18,10.9,3.9,1.2,1334
6.85,9.08,50.17,3.08,0.68,1.2,28.94,50,12.9,32,58.05,37.5,24.3,0.5,1335
10.89,7.34,64.38,0.86,0.12,0.86,15.54,50,12.9,32,71.48,9.1,8.2,0.3,1336
27.14,4.06,27.56,2.78,0.21,0.43,37.82,50,12.9,32,23.4,8.5,3.1,0.8,1337
3.77,13.36,64.47,0.16,0.79,0.79,16.67,50,12.9,32,87.26,11.9,8.7,1.1,1338
2.69,16.53,67.47,1.48,0.27,0.4,11.16,50,12.9,32,87.77,7.9,23.1,0.3,1339
2.37,17.95,62.02,1.93,0.15,0.3,15.28,50,12.9,32,86.94,10.4,7.5,0,1340
12.24,7.31,37.84,3.5,0.16,0.48,38.47,50,12.9,32,36.57,15.2,9.2,0.7,1341
6.91,12.15,45.91,2.3,1.15,0.13,31.46,50,12.9,32,54.09,9.3,0,1.8,1342
3.68,17.97,64.06,0.44,0.29,0.15,13.4,50,12.9,32,85.71,6.8,7.3,0.5,1343
1.52,12.69,67.8,1.33,0.57,0.19,15.91,50,12.9,32,84.66,9.6,15.9,0.4,1344
22.1,7.33,38.3,0.83,0.47,0.47,30.5,50,12.9,32,39.83,5.7,10,1.8,1345
8.2,6.67,63.23,1.99,0.59,0.35,18.97,50,12.9,32,69.2,11.7,9.3,0.6,1346
2.28,0,93.61,0,0.46,0,3.65,50,12.9,32,89.5,7.2,23.1,0,1347
0.85,0.11,97.65,0,0,0,1.39,50,12.9,32,92.64,10.7,5.3,0.2,1348
0.43,0.43,96.06,0.11,0,0.11,2.88,50,12.9,32,93.18,8.6,11.8,0.4,1349
0.76,0.5,95.47,0.13,0,0,3.15,50,12.9,32,91.44,9.2,17.9,0.6,1350
1.57,0.67,39.91,2.24,0.45,0.22,54.93,50,12.9,32,47.31,7.8,0,1.6,1351
6.07,1.67,35.2,3.79,0,0.3,52.96,50,12.9,32,24.58,8.1,0,0.8,1352
5.07,2.14,25.73,1.75,0.39,0.39,64.52,50,12.9,32,17.35,6.3,9.1,0.8,1353
2.66,2.42,30.27,5.57,1.69,0,57.38,50,12.9,32,28.09,11.9,5.6,1,1354
8.42,4.9,28.79,1.84,1.53,0,54.52,50,12.9,32,23.28,6,19,0,1355
6.21,2.95,28.88,2.8,1.55,0.31,57.3,50,12.9,32,16.15,7.1,3.7,1.4,1356
3.28,2.84,36.54,0.88,0.22,0,56.24,50,12.9,32,36.98,9.5,4,0.8,1357
0,0.93,95.79,0,0,0,3.27,50,12.9,32,88.79,0,36.4,0,1358
0,0.41,17.01,3.32,3.32,0,75.93,50,12.9,32,73.03,10.2,0,0,1359
4.06,6.27,25.37,1.43,1.07,1.07,60.73,131,12.7,205,37.35,10.4,12.1,1.1,1360
4.02,6.03,35.27,3.13,1.12,1.34,49.11,131,12.7,205,65.63,10,0,0.4,1361
4.73,5.67,25.06,4.96,1.42,0.47,57.68,131,12.7,205,52.25,11.7,6.7,0.9,1362
2.19,3.28,21.31,1.09,4.92,0,67.21,131,12.7,205,77.6,8.9,14.3,1,1363
4.35,4.74,24.11,1.78,1.19,0.59,63.24,131,12.7,205,51.19,8.8,7.7,0.5,1364
2.27,4.55,20.45,2.27,2.27,1.14,67.05,0,12.7,205,62.5,0,0,0,1365
3.28,5.98,30.12,1.93,1.16,0.97,56.56,0,12.7,205,59.46,14,0,2.1,1366
7.59,5.65,23.59,0.65,1.78,0.81,59.94,0,12.7,205,47.66,11.8,4.2,0.3,1367
1.62,5.18,39.16,0.65,0.97,0.65,51.78,0,12.7,205,75.08,9.5,0,1.2,1368
3.96,4.62,25.93,2.42,0.88,1.32,60.88,0,12.7,205,53.19,24.5,33.3,0,1370
1.96,13.73,62.75,5.88,0,0,15.69,0,12.7,205,72.55,13.6,0,0,1373
0.89,11.52,53.29,4.3,0.13,0.38,29.49,0,12.7,205,76.2,5.9,3.3,0,1374
2.5,10.01,52.17,2.5,1.58,0.53,30.7,0,9.2,17,62.85,12.6,20,0.5,1375
1.33,8.55,54.42,2.8,1.03,0.29,31.56,0,9.2,17,72.42,13.8,0,0.7,1376
1.48,0.99,26.02,2.1,1.6,0,67.82,0,9.2,17,69.79,7.5,2.9,0.6,1377
0.53,0.71,31.45,3.53,0.35,0.35,63.07,0,9.2,17,94.7,9.7,15,0,1378
0.64,1.6,26.62,1.92,1.49,0,67.73,0,9.2,17,80.3,11.2,7.9,0.4,1379
0.93,0.4,25.93,2.53,1.46,0,68.75,0,9.2,17,84.57,9.1,6.2,1.1,1380
0.38,0,56.87,1.15,0,0,41.6,0,9.2,17,86.64,5.6,0,0,1381
0,0.92,80.65,0.92,0,0,17.51,0,9.2,17,93.55,3.3,0,0,1382
0.47,0.63,50.95,1.42,0.79,0.79,44.95,0,9.2,17,78.71,14.2,34.9,0.3,1383
1.97,0.98,34.1,0.66,0.66,0,61.64,0,9.2,17,67.54,6.1,0,0,1384
0.89,1.11,58.57,2.23,0.22,0,36.97,0,9.2,17,83.52,15.9,0,0,1385
1.29,0.86,53.45,0.86,0,0.43,43.1,0,9.2,17,82.76,7.5,0,1.8,1386
1.08,1.44,24.91,0.9,0.9,0.18,70.58,0,9.2,17,35.02,12.7,0,0.7,1387
0.47,1.71,34.88,1.86,0,0,61.09,0,9.2,17,51.47,13.1,3.4,1.1,1388
1.73,2.05,31.97,0.54,0.43,0.11,63.17,0,9.2,17,36.72,12.5,5.1,1.8,1389
0,1.04,39.58,3.13,0,0,56.25,0,9.2,17,54.17,9.9,0,1.2,1390
1.89,1.81,29.09,1.1,0.55,0,65.57,47,8.4,107,27.12,10.8,7.6,1.4,1391
0.95,0.95,41.27,3.79,0.54,0.14,52.37,47,8.4,107,54.53,10,5.9,0.6,1392
0,1.49,34.33,1.49,1.49,0,61.19,0,1.4,107,82.09,8.5,0,0,1394
0.41,0.92,41.02,2.14,2.04,1.22,52.24,78,7.6,23,59.18,8.7,4.7,0.4,1395
0.3,0,98.22,0,0,0,1.48,78,7.6,23,99.11,6.8,13.3,0,1396
0.22,0,97.37,1.09,0,0,1.31,78,7.6,23,99.34,1.5,0,0,1397
0.17,0.67,96.49,0.33,0.5,0,1.84,78,7.6,23,94.32,11.1,0,0.7,1398
0.53,2.66,92.16,1.2,0,0,3.45,78,7.6,23,87.92,4.8,0,0.3,1399
0.59,0.44,93.7,0.29,0,0.15,4.84,78,7.6,23,90.03,5,0,1.4,1400
1.08,2.27,89.61,0.6,0,0,6.45,78,7.6,23,84.83,3.3,0,0.7,1401
0,4,93.6,0,0,0,2.4,2,0.7,23,90.4,0,0,1.6,1402
0.12,1.7,92.42,0.29,0,0.06,5.41,136,14.7,87,79.37,6.1,9.2,1,1403
7.07,20.16,54.19,4.19,0.79,5.24,8.38,136,14.7,87,81.68,10.9,0,1.1,1404
11.62,9.36,72.37,1.03,0.26,0.65,4.71,49,17.5,125,75.73,10.1,7.1,0.7,1405
45.09,10.89,30.06,3.99,0.15,1.23,8.59,49,17.5,125,34.66,10.9,4.2,0.3,1406
23.75,7.34,55.21,4.44,0.39,0.77,8.11,49,17.5,125,60.04,8.7,0,0.7,1407
56.28,7.36,26.84,2.02,0.29,0.58,6.64,49,17.5,125,28.28,8.1,7.1,1,1408
31.3,11.88,44.94,2.73,0.64,0.48,8.03,49,17.5,125,43.66,7.3,0,0.3,1409
63.47,5.24,17.81,4.94,1.05,0.3,7.19,49,17.5,125,17.81,3.4,0,0,1410
62.1,6.19,21.81,2.49,0.05,0.56,6.8,337,47.7,1100,29.32,6.5,7.8,1,1411
37.03,8.77,33.63,2.86,0.36,1.07,16.28,337,47.7,1100,50.27,7.7,5,0,1412
2.86,7.62,86.19,0.95,0.48,1.67,0.24,337,47.7,1100,91.19,14.9,29.6,0.4,1413
2.2,0.98,95.61,0.24,0,0.24,0.73,337,47.7,1100,96.59,14.2,5,0,1414
28.02,15.9,46.09,1.51,0.2,0.91,7.37,149,20.9,359,52.65,9.1,6.3,1.4,1415
71.7,5.13,15.71,1.24,0.16,0,6.07,149,20.9,359,18.97,7.9,8,0.3,1416
24.55,13.64,48,1.64,0.18,1.09,10.91,149,20.9,359,61.64,13.1,0,1.3,1417
0.73,0.73,93.19,1.22,0.73,1.22,2.19,149,20.9,359,97.08,12.4,0,0,1418
19.37,11.68,61.82,1.14,0.28,0.57,5.13,149,20.9,359,72.08,16.4,11.8,1.3,1419
33.05,9.21,44.98,4.18,0.21,0.21,8.16,149,20.9,359,49.37,13.6,0,0.5,1420
68.06,4.87,16.64,4.33,0.27,0.14,5.68,149,20.9,359,17.19,4.9,6.5,0.3,1421
2.8,1.75,90.21,0.52,0.52,0.52,3.67,149,20.9,359,91.26,9.9,3.7,0.7,1422
10.49,4.76,79.44,2.8,0,0.42,2.1,149,20.9,359,75.24,9.1,6.5,0,1423
36.29,10.91,35.15,6.22,0.13,0.25,11.04,149,20.9,359,33.5,8.9,7.5,0.3,1424
16.59,15.67,57.91,1.38,0.15,0.92,7.37,149,20.9,359,72.66,15.3,3.8,0.9,1425
25.21,9.64,55.33,2.2,0.34,1.18,6.09,149,20.9,359,62.61,10.3,7.4,1.5,1426
52.48,5.59,31.52,1.55,0.31,0.62,7.92,149,20.9,359,27.95,8.1,8.7,0.7,1427
36.25,13.21,40.09,2.15,0.15,0.77,7.37,149,20.9,359,42.09,8.3,14.8,0.3,1428
8.63,9.82,69.05,0.6,1.19,0.89,9.82,0,20.9,359,73.21,12.1,9.3,2.4,1429
79.62,1.88,12.17,1.78,0.4,0.49,3.66,222,88.9,812,21.27,0.4,2.4,0.7,1430
12.36,7.81,74.4,1.74,0,1.95,1.74,222,88.9,812,88.72,12,11.1,0,1431
60.39,8.98,22.36,2.46,0,0.35,5.46,222,88.9,812,27.82,10.5,4.5,0.4,1432
1.16,0.39,37.84,1.16,0.77,0.39,58.3,222,88.9,812,40.93,12.5,6.7,0,1454
0.91,0.68,37.5,4.09,0.23,0.45,56.14,222,88.9,812,47.5,4.3,6.2,0,1455
0.75,1.5,37.59,4.51,1.25,0,54.39,25,21.8,42,25.56,15.6,10,0,1456
1.07,32.93,53.95,2.28,0.54,0.13,9.1,4,21.8,42,67.2,3.2,0,0.9,1457
5.42,15.46,59.43,3.1,0.65,0.17,15.76,355,19.7,239,58.58,13.5,3.2,0.5,1458
5.11,19.12,50.11,4.9,0.48,0.35,19.94,10,20.1,122,60.51,13.1,3.2,0.4,1459
0.13,6.51,77.42,2.73,0.72,0.13,12.36,45,20,75,82.56,15.1,4.4,0.1,1460
1.12,16.11,74.14,2.53,0.3,0,5.8,244,12.5,96,78.57,16.1,3.3,0.3,1461
1.1,33.28,54.59,3.35,0.6,0.11,6.97,152,16.3,67,81.33,21.7,18.1,0.4,1462
5.48,10.64,36.89,5.91,0.29,0.16,40.61,373,21.5,540,34.87,10.6,3.6,0.1,1463
68.81,1.78,14.75,1.17,0.2,0.12,13.17,1161,41.4,1800,23.01,5.4,2,0.8,1464
83.07,1.41,7.48,1.27,0,0.14,6.63,1161,41.4,1800,15.94,2.9,7.6,0,1465
67.52,1.11,14.97,1.43,0.16,0,14.81,1161,41.4,1800,22.93,3.8,3.4,0,1466
70.66,1.88,13.59,0.54,0.27,0,13.06,1161,41.4,1800,25.44,4.8,3.2,0.5,1467
71.75,2.25,14.59,0.27,0,0.13,11.01,1161,41.4,1800,23.87,4,3.2,0.5,1468
59.48,3.51,13.64,0.26,0.39,0,22.73,1161,41.4,1800,17.92,3.5,3.2,0,1469
63.53,2.35,10.15,1.32,0.15,0,22.5,1161,41.4,1800,12.5,5.6,3.4,0,1470
63.97,1.7,17.73,0.43,0.28,0.14,15.74,1161,41.4,1800,27.38,8.2,0,0,1471
56.23,2.67,22.24,1.6,0.18,0.18,16.9,1161,41.4,1800,24.56,4.4,7.9,0,1472
69.23,1.21,17.61,0.4,0.61,0.2,10.73,1161,41.4,1800,27.53,9.3,0,0,1473
2.87,1.4,91.47,0.39,0.39,0,3.49,144,26.2,212,74.86,10,0,1,1474
2.35,0.39,94.51,1.18,0.2,0,1.37,144,26.2,212,84.71,13.2,0,0.6,1475
3.15,0.35,92.66,1.05,0.35,0,2.45,144,26.2,212,82.17,8.4,0,0.5,1476
3.41,1.44,88.33,0.36,0.18,0,6.28,144,26.2,212,70.92,18.6,0,0.5,1477
1.62,1.8,93.15,0.18,0.18,0,3.06,144,26.2,212,78.38,13.8,0,0.5,1478
2.06,0.49,92.93,0.41,0.25,0.16,3.7,124,20.2,122,76.4,8.8,0,0.7,1479
1.35,1.89,92.43,0.27,0,0,4.05,124,20.2,122,85.14,10.2,0,1,1480
2.07,3.5,89.03,0.32,0,0,5.09,124,20.2,122,68.2,11.6,0,0,1481
1.81,2.72,92.75,0,0,0,2.72,124,20.2,122,83.99,11.5,0,0,1482
2.36,1.35,90.88,0.34,0,0,5.07,124,20.2,122,81.76,13.7,0,0,1484
1.84,0.52,93.7,1.05,0,0,2.89,124,20.2,122,85.3,5.7,0,0,1485
1.31,0,98.25,0,0.22,0,0.22,124,20.2,122,91.05,5.7,0,0.7,1486
0.56,0.28,96.62,0.56,0,0,1.97,124,20.2,122,88.73,6,0,0.9,1487
4.05,1.62,85.83,0.81,1.62,0,6.07,124,20.2,122,85.02,8,0,0.6,1488
1.51,3.02,93.47,0,0,0,2.01,0,20.2,122,75.38,4.7,0,0.7,1489
1.15,1.02,94.27,0.64,0.38,0,2.54,0,20.2,122,78.12,11.7,0,0.8,1490
1.62,1.62,94.16,0.32,0,0,2.27,0,20.2,122,88.64,8.8,0,0.5,1491
6.06,0.56,92.32,0,0.2,0.05,0.81,270,18.4,183,85.65,10.3,15.5,0.2,1492
11.41,0,87.14,0,0,0.36,1.09,270,18.4,183,87.5,11.9,3.4,0,1493
3.97,0.99,94.25,0,0.2,0,0.6,270,18.4,183,90.87,14.6,4,0.3,1494
7.18,0.19,91.87,0,0.38,0.19,0.19,270,18.4,183,92.44,18.3,7.1,0.6,1495
4.3,0.22,94.62,0,0.22,0,0.65,270,18.4,183,90.32,18.4,4.3,0,1496
3.61,0.29,94.22,0,0.43,0.14,1.3,270,18.4,183,88.73,12.5,0,0,1497
4.44,0.86,94.27,0,0,0.14,0.29,270,18.4,183,87.68,13.4,2.8,0.3,1498
3.54,0.59,95.87,0,0,0,0,270,18.4,183,85.85,17,4.3,0,1499
6.43,0.83,91.91,0,0,0,0.83,270,18.4,183,93.57,15.7,4.5,0.3,1500
7.28,0.62,91.06,0,0.42,0,0.62,270,18.4,183,87.94,12,4.5,0.7,1501
10.39,1.67,86.27,0,0.37,0.19,1.11,270,18.4,183,89.98,13.8,3.6,0.6,1502
1.57,0.31,95.91,0,0,0.31,1.89,2,18.4,183,86.79,6.1,21.4,1.2,1503
6,0.6,93.2,0,0.2,0,0,2,18.4,183,84.8,11.8,4.8,0.8,1504
3.6,0.68,95.5,0,0.23,0,0,2,18.4,183,93.24,19.4,4.5,0.4,1505
11.63,0.28,85.87,0,0,0.28,1.94,2,18.4,183,75.07,10.9,0,0.5,1506
10.33,0.45,88.47,0,0,0.1,0.65,400,31.5,331,85.69,8.2,6.1,0.3,1507
8.97,0.52,90.12,0,0,0,0.39,400,31.5,331,90.25,14.1,3.8,0.5,1508
7.05,0.38,91.92,0,0,0.13,0.51,400,31.5,331,88.59,12.9,2.9,0.3,1509
9.67,0.38,88.68,0,0.25,0,1.02,400,31.5,331,89.31,14.8,0,0,1510
5.71,0,93.61,0,0,0,0.67,400,31.5,331,84.54,13.1,0,0.6,1511
3.84,0.47,93.64,0.37,0.19,0.09,1.4,68,17.8,79,84.57,15.6,0,0.9,1512
1.81,0,94.58,1.41,0,0.4,1.81,68,17.8,79,93.57,8.2,8,0,1513
5.71,0.98,90.86,0.49,0,0,1.96,68,17.8,79,87.6,9.3,3.4,0.6,1514
0,1.75,98.25,0,0,0,0,7,1.3,79,85.96,0,0,0,1516
2.96,0.85,94.93,0.21,0.21,0,0.85,7,1.3,79,93.02,8,0,0,1517
3.19,0.3,95.45,0,0.3,0.15,0.61,7,1.3,79,92.41,10.5,0,0.5,1518
4.29,0.48,93.57,0.24,0,0,1.43,7,1.3,79,93.81,6.8,0,0,1519
14.35,3.34,6.61,1.45,0.13,0.31,73.82,342,37.1,765,8.87,10.4,4.1,3.7,1520
12.32,2.61,8.7,5.51,0,0.14,70.72,342,37.1,765,6.23,14.5,3.6,1,1521
8.63,3.65,5.41,3.36,0.29,0.15,78.51,342,37.1,765,5.85,11.5,4.6,1.1,1522
11.69,2,8.62,3.85,0.15,0.15,73.54,342,37.1,765,7.54,11.8,2.1,1.1,1523
19.2,3.2,11.8,4,0.4,0.4,61,342,37.1,765,11.8,12.5,4.8,1.2,1524
6.63,2.73,53.41,7.99,0.39,0.19,28.65,342,37.1,765,36.84,11.9,14.3,0.5,1525
7.78,3.16,48.87,8.23,0.4,0.3,31.26,336,29.5,442,28.35,8,8.3,1.1,1526
0,14.94,55.17,2.3,0,0,27.59,2,29.5,442,68.97,13.9,8.8,1.6,1527
6.95,6.74,60,6.95,0.42,0,18.95,2,29.5,442,59.16,10.3,0,0.5,1528
8.83,1.88,53.01,8.27,0.56,0.38,27.07,2,29.5,442,36.65,11.9,5.6,0,1529
4.27,2.24,44.72,6.3,0,0.2,42.28,2,29.5,442,20.73,9.7,0,0.4,1530
7.87,3.67,49.53,8.81,0.1,0.21,29.8,2,29.5,442,38.93,10.5,10.3,1.1,1531
8.62,2.33,52.45,6.06,0,0.93,29.6,2,29.5,442,48.02,15.7,6.7,0.5,1532
15.4,0.68,34.35,10.66,0.17,0,38.75,2,29.5,442,9.64,5.8,5,0.4,1533
6.69,2.59,47.52,8.48,0.14,0.14,34.44,2,29.5,442,34.15,6.8,9.1,0.7,1534
3.85,4.38,65.87,4.91,0.27,0.13,20.58,2,29.5,442,58.57,8.5,0,0.5,1535
10.37,2.57,50.22,8.31,0.15,0.22,28.16,154,24.2,236,32.87,7.1,9.9,1.5,1536
11.42,1.16,50.5,6.46,0.5,0.17,29.8,154,24.2,236,33.94,9.4,0,0.4,1537
5.96,7.95,80.32,0.8,0.2,0.4,4.37,154,24.2,236,81.31,10.5,5.6,0.8,1538
6.36,11.85,75.02,1.17,0.64,0.68,4.29,162,15.3,169,79.08,8,1.5,0.6,1539
12.53,8.77,45.82,4.6,0.42,0.97,26.88,162,15.3,169,43.18,8.1,3.7,1,1540
6.92,18.12,63.76,2.47,0.33,1.81,6.59,162,15.3,169,86.66,7.6,0,0,1542
15.58,12.67,41.14,5.61,0.45,1.35,23.21,162,15.3,169,48.65,7.9,3.1,0.2,1544
10.98,15.48,51.94,3.77,0.23,0.93,16.67,314,18.2,349,54.61,9.6,4.3,1.1,1545
9.68,14.42,70.59,0.19,0.76,0.76,3.61,314,18.2,349,81.59,1.2,0,0,1546
4.43,10.66,79.18,0.82,0.16,1.64,3.11,314,18.2,349,83.44,7.4,0,0.3,1547
0.43,19.74,66.09,2.58,0.43,1.72,9.01,0,1.4,349,71.24,7.2,0,1.9,1548
2.75,7.98,84.73,0.83,0.41,0.28,3.03,0,1.4,349,87.35,5.5,2.8,0.5,1549
7.6,18.22,65.27,2.23,0.26,1.05,5.37,0,1.4,349,83.09,4.7,0,0.5,1550
5.03,12.25,75.17,2.18,0.5,0,4.87,0,1.4,349,88.09,4.2,0,0,1551
10.03,3.03,28.48,2.48,0.24,0.12,55.63,0,28.5,886,34.42,4.2,0,0,1552
9.74,2.18,51.66,2.74,0,0.19,33.49,0,28.5,886,35.48,4.2,0,0,1553
9.18,2.49,46.77,3.59,0.15,0.08,37.74,0,30.1,836,26.88,4.2,0,0,1554
6.79,3.26,62.77,4.35,0,0,22.83,0,30.1,836,44.02,4.2,0,0,1555
10.34,2,36.84,9.62,0,0,41.2,0,30.1,836,19.96,4.2,0,0,1556
11.69,3.01,18.53,2.17,0.5,0.33,63.77,0,30.1,836,30.05,4.2,0,0,1557
8.48,1.63,45.51,8.65,0.33,0,35.4,0,30.1,836,29.69,4.2,0,0,1558
15.63,1.69,20.05,5.86,0,0,56.77,0,30.1,836,14.84,4.2,0,0,1559
8.36,4.57,41.5,3.79,0.39,0.1,41.3,0,30.1,836,31.49,4.2,0,0,1560
4.32,3.46,57.45,4.32,0.43,0,30.02,0,30.1,836,49.24,4.2,0,0,1561
8.85,1.88,16.89,4.16,0.13,0.4,67.69,0,30.1,836,43.03,4.2,0,0,1562
5.68,4.55,59.09,2.27,0,0,28.41,0,30.1,836,31.25,4.2,0,0,1563
10.14,2.19,22.62,3.5,0,0.07,61.48,0,30.1,836,35.3,4.2,0,0,1564
8.21,4.1,57.95,5.64,0.26,0.26,23.59,0,30.1,836,52.56,4.2,0,0,1565
8.46,1.25,28.06,8.31,0.94,0.16,52.82,0,30.1,836,14.11,4.2,0,0,1566
10.72,2.99,25.83,9.49,0.35,0,50.62,0,30.1,836,15.47,4.2,0,0,1567
11.81,3.7,44.91,2.55,0.46,0.23,36.34,0,30.1,836,49.77,4.2,0,0,1568
12.77,2.55,28.65,3.83,0.18,0.36,51.64,0,30.1,836,13.5,10.2,0,2.2,1569
9.97,3.44,39.35,3.44,0.34,0,43.47,0,30.1,836,26.8,7.7,0,2.3,1570
4.07,1.46,51.22,1.79,0,0,41.46,0,30.1,836,34.15,6.9,0,1.7,1571
1.46,13.08,80.29,2.74,0.14,0.41,1.87,181,17,112,80.61,12.8,4.8,1,1572
6.56,19.3,67.85,3.06,0.11,1.37,1.75,0,34.6,146,79.11,13,5.6,1.4,1573
0,15.31,77.55,2.04,0.51,0.51,4.08,0,34.6,146,76.02,11.5,9.5,4.5,1574
15.02,3.19,24.89,7.74,0,0,49.17,0,34.6,146,19.73,7.8,0,1.1,1575
11.74,5.13,39.04,9.11,0.13,0.21,34.63,2487,17.5,441,32.39,8.6,4.3,3.1,1576
15.13,3.56,31.6,8.31,0,0.3,41.1,2487,17.5,441,26.11,11,0,1.6,1577
10.43,6.59,39.8,8.14,0.27,0.27,34.49,2487,17.5,441,37.69,9.7,0.7,1.5,1578
11.42,6.69,57.87,4.33,0.2,0.98,18.5,2487,17.5,441,60.63,9.3,0,0.8,1579
5.73,7.89,58.06,5.02,0,0,23.3,2487,17.5,441,54.48,13.2,0,0,1580
5.68,9.09,47.73,5.68,0,0,31.82,0,17.5,441,60.23,3.4,30.7,1.7,1581
4.39,6.68,47.71,6.3,0,0.38,34.54,0,17.5,441,49.05,8,0,0.7,1582
7.12,1.06,24.54,10.29,1.06,0,55.94,0,17.5,441,15.04,12.9,0,0.5,1583
10.66,8.15,66.46,2.51,0,0,12.23,0,17.5,441,77.74,13,0,0.7,1584
19,3.05,61.65,3.23,0.18,0.18,12.72,145,2.5,441,26.7,1.4,12.5,0.8,1585
0.21,9.17,88.96,0.42,0,0.83,0.42,145,2.5,441,88.54,4.8,0,0,1586
1.08,47.43,49.59,1.08,0,0.27,0.54,145,2.5,441,78.05,6.6,0,0,1587
0,8.88,90.42,0.23,0.23,0.23,0,145,2.5,441,93.93,6.1,2.7,0,1588
0.21,27.5,71.04,0.83,0.42,0,0,145,2.5,441,82.71,10.4,0,0.4,1589
0,27.87,71.55,0.29,0,0,0.29,145,2.5,441,91.09,0,0,0.6,1591
0,30.82,67.67,0.75,0.32,0.22,0.22,179,15.3,19,82.97,5.9,4.1,0,1592
0,36.36,61.69,0.65,0.65,0,0.65,0,15.3,19,77.27,3.4,17.6,0,1593
0.11,16.26,83.01,0.11,0.17,0.17,0.17,86,18.9,149,81.27,7.1,0,0.2,1594
0,13.92,84.51,0,0.29,1,0.29,86,18.9,149,90.96,3.5,7.2,0.2,1595
0,10.76,87.55,0.73,0,0.12,0.85,86,18.9,149,86.09,0,0,0.9,1596
0.11,12.03,86.29,0.26,0.05,1.11,0.16,28,15.8,68,80.38,5,10.4,0,1597
0,24.55,72.99,1.12,0,0.89,0.45,28,15.8,68,83.71,7.2,4.3,0,1598
0,26.9,71.74,0.54,0.27,0.54,0,28,15.8,68,88.04,6.9,2.5,1.7,1599
0.13,15.87,82.62,0.5,0.13,0.13,0.63,28,15.8,68,77.2,6,0,0.3,1600
0.13,5.08,94.01,0.26,0.26,0.26,0,28,15.8,68,87.11,0,0,0.4,1601
0,9.09,87.8,0.96,0.36,0.96,0.84,28,15.8,68,83.01,2.7,0,0,1602
0,11.61,86.96,0.16,0,0.79,0.48,28,15.8,68,88.71,5.1,3.7,0,1603
0.2,15.48,83.13,0.4,0,0.2,0.6,28,15.8,68,85.12,0,0,0,1604
0.31,20.4,76.97,1.08,0,0.31,0.93,28,15.8,68,79.91,0,0,0,1605
0,30.34,64.72,0.45,0.45,3.37,0.67,28,15.8,68,88.76,3.8,0,0,1607
0,30.34,64.72,0.45,0.45,3.37,0.67,0,0,68,88.76,0,0,3.2,1608
0.16,9.84,89.06,0.63,0,0.16,0.16,0,0,68,84.84,0,0,0.3,1609
0.25,34.9,61.88,0.99,0.5,0.5,0.99,0,0,68,86.39,14.7,0,0,1610
0,43,55.03,1.18,0.39,0.2,0.2,0,0,68,80.47,0,0,1.3,1611
0.49,7.44,90.98,0.37,0,0.24,0.49,0,0,68,84.27,0,0,0.3,1612
0,13.24,83.97,0.15,0,2.5,0.15,0,0,68,89.12,4.6,7.6,0.2,1613
0,5.74,93.19,0.21,0.21,0.43,0.21,0,0,68,82.98,0,0,0,1614
0,47.83,49.28,1.81,0.18,0.36,0.54,0,0,68,82.13,8.6,0,0.5,1615
